id	os	day	day_of_week	beep	survey_type	run_timestamp	submission_timestamp	well	discontent	state	tense	calm	placid	awake	energyless	rested	what	how	whom	n_people	too_much	work_fast	multitasking	hard_work	change_task	decide_task	schedule_task
S145	Android	2	Friday	1	baseline	2019-09-13T09:15:00Z	2019-09-13T09:16:35Z	6	4	3	2	4	6	5	5	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S145	Android	2	Friday	2	work	2019-09-13T10:34:03Z	2019-09-13T10:42:27Z	4	6	3	4	4	4	2	6	3	ACQUISITION	PC	ALONE	0	2	2	2	2	6	6	5
S145	Android	2	Friday	4	work	2019-09-13T13:32:47Z	2019-09-13T13:37:15Z	6	3	5	2	6	6	6	2	5	BREAK,ACQUISITION	PAPER	ALONE	0	2	2	2	2	6	6	6
S145	Android	2	Friday	5	work	2019-09-13T14:57:26Z	2019-09-13T15:11:08Z	6	4	4	4	5	5	4	5	3	ANALYSIS	PC	ALONE	0	4	4	3	3	5	5	5
S145	Android	2	Friday	7	work	2019-09-13T18:08:24Z	2019-09-13T18:25:53Z	6	5	4	4	5	4	4	5	4	OTHER	OTHER	ALONE	0	5	5	6	4	2	2	2
S145	Android	3	Monday	1	baseline	2019-09-16T09:14:52Z	2019-09-16T09:41:27Z	5	4	4	2	5	5	4	4	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S145	Android	3	Monday	2	work	2019-09-16T10:22:19Z	2019-09-16T10:40:42Z	4	3	3	4	4	4	4	5	3	ANALYSIS	PC	ALONE	0	5	4	3	4	3	5	3
S145	Android	3	Monday	3	work	2019-09-16T11:52:19Z	2019-09-16T12:00:42Z	5	5	4	5	4	4	3	5	3	ACQUISITION	PC	ALONE	0	5	3	3	6	6	3	6
S145	Android	3	Monday	6	work	2019-09-16T16:32:10Z	2019-09-16T16:36:56Z	5	5	5	5	5	3	5	2	3	ANALYSIS	PC	ALONE	0	4	3	4	5	4	5	5
S146	Android	1	Friday	1	baseline	2019-03-29T10:15:00Z	2019-03-29T10:18:13Z	5	4	5	3	5	4	5	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S146	Android	2	Monday	3	work	2019-04-01T11:52:52Z	2019-04-01T12:22:23Z	4	5	4	5	4	3	3	4	3	NETWORKING	PC	COLL	10	4	5	7	6	4	5	2
S146	Android	3	Friday	1	baseline	2019-04-05T09:15:00Z	2019-04-05T09:30:08Z	4	4	5	4	5	5	4	5	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S146	Android	3	Friday	2	work	2019-04-05T10:38:56Z	2019-04-05T11:22:39Z	4	3	5	4	5	5	4	4	3	ANALYSIS,DISSEMINATION	FACE2FACE	COLL	10	4	6	5	5	1	4	4
S146	Android	3	Friday	7	work	2019-04-05T17:58:57Z	2019-04-05T18:16:48Z	4	3	4	5	6	6	3	5	3	ANALYSIS	PC	COLL	5	5	5	6	5	6	6	6
S147	Android	1	Friday	1	baseline	2019-03-15T09:34:59Z	2019-03-15T09:37:00Z	3	6	4	5	5	6	4	5	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S147	Android	1	Friday	2	work	2019-03-15T10:33:44Z	2019-03-15T10:49:57Z	5	3	5	4	5	4	5	4	5	ADMINISTRATIVE,ANALYSIS	PC,PHONE,PAPER	COLL,CUSTOMER	2	5	7	6	5	2	4	3
S147	Android	1	Friday	3	work	2019-03-15T12:09:09Z	2019-03-15T12:10:43Z	2	5	3	6	4	4	4	5	4	ACQUISITION,ADMINISTRATIVE,OTHER	PC,PHONE,PAPER	ALONE	2	6	6	6	6	6	3	5
S147	Android	1	Friday	4	work	2019-03-15T13:23:38Z	2019-03-15T13:40:56Z	7	3	5	1	6	5	5	2	5	BREAK,ADMINISTRATIVE	PC,PAPER	COLL	2	6	6	6	6	3	2	3
S147	Android	1	Friday	5	work	2019-03-15T14:53:38Z	2019-03-15T15:10:54Z	4	5	4	4	6	5	4	3	4	ANALYSIS,ADMINISTRATIVE	PC,PHONE	COLL	2	5	5	7	7	6	4	2
S147	Android	1	Friday	6	work	2019-03-15T16:28:38Z	2019-03-15T17:41:33Z	7	4	5	2	6	5	5	2	2	BREAK	PC,PAPER	COLL	2	5	6	6	7	2	1	2
S147	Android	2	Monday	1	baseline	2019-03-18T09:13:38Z	2019-03-18T09:53:20Z	5	4	4	2	5	6	6	3	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S147	Android	2	Monday	2	work	2019-03-18T10:38:38Z	2019-03-18T10:52:19Z	2	5	4	5	5	4	4	3	5	ADMINISTRATIVE,ANALYSIS	PC,PHONE	ALONE	2	6	5	6	6	2	3	2
S147	Android	2	Monday	3	work	2019-03-18T12:03:38Z	2019-03-18T12:16:13Z	2	4	3	5	4	3	4	3	5	ANALYSIS,ADMINISTRATIVE	PC,PHONE	ALONE	2	6	6	6	7	3	4	4
S147	Android	2	Monday	4	work	2019-03-18T13:28:38Z	2019-03-18T14:01:46Z	6	2	5	3	5	5	5	4	4	BREAK	PC,PHONE,PAPER	ALONE	2	6	6	7	5	2	5	3
S147	Android	3	Wednesday	2	work	2019-03-20T10:29:58Z	2019-03-20T10:31:43Z	1	3	3	7	2	2	6	4	3	ANALYSIS,DISSEMINATION,OTHER	FACE2FACE,PAPER	COLL,EXTERNAL	2	7	7	7	7	1	1	7
S147	Android	3	Wednesday	3	work	2019-03-20T11:54:14Z	2019-03-20T12:59:29Z	2	6	3	6	4	3	2	4	3	ANALYSIS,DISSEMINATION,OTHER	FACE2FACE,PHONE,PAPER	COLL	2	7	7	6	6	2	1	2
S147	Android	3	Wednesday	6	work	2019-03-20T16:24:14Z	2019-03-20T16:27:39Z	3	7	3	6	5	2	2	7	2	ANALYSIS,DISSEMINATION,OTHER	FACE2FACE,PHONE,PAPER	OVER	1	6	7	7	7	2	2	2
S148	Android	1	Friday	1	baseline	2019-01-18T09:15:00Z	2019-01-18T09:37:33Z	7	1	7	2	6	7	2	4	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S148	Android	1	Friday	2	work	2019-01-18T10:27:40Z	2019-01-18T10:31:51Z	7	1	7	1	7	7	7	1	7	OTHER	OTHER	COLL	6	4	2	5	2	1	6	2
S148	Android	1	Friday	3	work	2019-01-18T12:04:57Z	2019-01-18T12:08:10Z	7	1	7	1	7	7	7	1	7	OTHER	OTHER	OTHER	1	1	1	1	1	1	6	6
S148	Android	1	Friday	4	work	2019-01-18T13:20:18Z	2019-01-18T13:23:37Z	7	3	7	7	7	7	7	1	7	BREAK	FACE2FACE,OTHER	CUSTOMER	1	3	1	2	2	2	5	1
S148	Android	1	Friday	6	work	2019-01-18T16:28:02Z	2019-01-18T16:34:00Z	6	3	4	2	6	6	5	4	5	OTHER	FACE2FACE,OTHER	CUSTOMER	1	3	2	2	2	1	7	2
S148	Android	1	Friday	7	work	2019-01-18T18:07:44Z	2019-01-18T18:14:53Z	7	1	6	1	6	6	6	1	3	BREAK	OTHER	CUSTOMER	1	6	4	1	1	1	2	2
S148	Android	2	Monday	1	baseline	2019-01-21T09:15:00Z	2019-01-21T09:32:31Z	4	2	4	5	4	4	3	6	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S148	Android	2	Monday	2	work	2019-01-21T10:38:22Z	2019-01-21T10:42:51Z	4	6	3	4	4	4	3	5	4	DISSEMINATION,ADMINISTRATIVE	FACE2FACE	OVER,OTHER	3	5	5	4	4	2	2	3
S148	Android	2	Monday	4	work	2019-01-21T13:28:01Z	2019-01-21T13:29:40Z	6	3	3	2	6	6	6	5	6	OTHER	OTHER	ALONE	0	1	1	1	1	5	6	4
S148	Android	2	Monday	5	work	2019-01-21T14:57:53Z	2019-01-21T15:03:53Z	6	4	4	4	5	5	4	3	5	OTHER	FACE2FACE,OTHER	COLL,CUSTOMER	3	5	3	2	2	2	6	6
S148	Android	2	Monday	7	work	2019-01-21T18:00:22Z	2019-01-21T18:02:02Z	2	4	3	5	1	4	1	6	2	OTHER	FACE2FACE,OTHER	COLL,OVER,CUSTOMER,OTHER	4	7	7	7	6	2	2	2
S148	Android	3	Wednesday	1	baseline	2019-01-23T09:15:00Z	2019-01-23T09:32:38Z	6	2	6	2	6	5	5	3	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S148	Android	3	Wednesday	2	work	2019-01-23T10:37:53Z	2019-01-23T10:57:28Z	4	2	5	4	5	5	5	3	5	ANALYSIS,OTHER	FACE2FACE	CUSTOMER	1	6	5	5	5	2	7	4
S148	Android	3	Wednesday	6	work	2019-01-23T16:34:18Z	2019-01-23T16:37:43Z	6	2	7	2	6	7	6	3	3	OTHER	FACE2FACE,OTHER	CUSTOMER	1	4	5	5	5	2	4	3
S148	Android	3	Wednesday	7	work	2019-01-23T17:51:49Z	2019-01-23T17:53:42Z	6	2	6	2	4	6	6	3	3	OTHER	FACE2FACE,OTHER	NA	NA	NA	NA	NA	NA	NA	NA	NA
S149	Android	1	Monday	1	baseline	2018-11-12T09:39:01Z	2018-11-12T09:50:35Z	3	5	4	4	4	4	2	5	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S149	Android	1	Monday	2	work	2018-11-12T10:37:29Z	2018-11-12T10:47:14Z	5	4	3	4	4	4	3	4	4	ADMINISTRATIVE	PC,PHONE	COLL	2	4	4	4	4	2	4	4
S149	Android	1	Monday	3	work	2018-11-12T12:17:59Z	2018-11-12T12:20:02Z	4	4	4	4	4	4	4	4	4	ADMINISTRATIVE	PC,PAPER	COLL	2	5	3	3	5	3	4	7
S149	Android	1	Monday	4	work	2018-11-12T13:44:17Z	2018-11-12T13:45:41Z	5	3	4	3	4	5	4	3	4	BREAK,ADMINISTRATIVE	PC,PAPER	ALONE	1	3	5	3	3	6	6	6
S149	Android	1	Monday	6	work	2018-11-12T16:35:59Z	2018-11-12T16:37:57Z	5	3	3	3	4	4	4	3	3	ADMINISTRATIVE	PC	ALONE	1	4	5	4	4	3	5	5
S149	Android	1	Monday	7	work	2018-11-12T18:11:31Z	2018-11-12T18:14:46Z	6	3	5	3	5	4	3	5	3	OTHER	FACE2FACE	ALONE	1	2	2	2	2	2	2	6
S149	Android	2	Wednesday	1	baseline	2018-11-14T09:35:25Z	2018-11-14T09:36:43Z	2	6	3	4	4	3	4	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S149	Android	2	Wednesday	3	work	2018-11-14T12:13:55Z	2018-11-14T12:15:07Z	4	5	2	3	4	3	4	3	3	ADMINISTRATIVE	PC	ALONE	1	4	4	5	5	3	7	6
S149	Android	2	Wednesday	4	work	2018-11-14T13:40:08Z	2018-11-14T13:41:44Z	3	6	1	4	3	2	3	5	3	BREAK,ACQUISITION	PC,PAPER	ALONE	1	2	2	2	2	2	4	4
S149	Android	2	Wednesday	5	work	2018-11-14T15:25:37Z	2018-11-14T15:27:13Z	3	5	3	4	3	3	2	4	3	OTHER	PC,FACE2FACE,PAPER,OTHER	COLL	1	7	7	7	7	1	1	3
S149	Android	2	Wednesday	7	work	2018-11-14T18:08:00Z	2018-11-14T18:10:15Z	1	7	2	3	2	3	2	5	3	ADMINISTRATIVE	PC	ALONE	1	3	2	2	6	NA	NA	NA
S149	Android	3	Friday	3	work	2018-11-16T12:01:51Z	2018-11-16T12:25:56Z	4	4	3	4	4	3	3	5	3	ADMINISTRATIVE	PC	ALONE	0	3	2	2	2	4	6	7
S149	Android	3	Friday	4	work	2018-11-16T13:26:50Z	2018-11-16T13:31:39Z	5	7	1	4	3	2	3	5	4	BREAK	OTHER	ALONE	0	1	3	1	1	1	5	5
S149	Android	3	Friday	5	work	2018-11-16T15:02:12Z	2018-11-16T15:03:09Z	5	4	3	4	4	4	4	4	4	ADMINISTRATIVE	PC	ALONE	0	4	2	NA	4	4	6	4
S149	Android	3	Friday	7	work	2018-11-16T17:56:52Z	2018-11-16T18:07:40Z	4	7	1	4	3	3	2	5	2	ADMINISTRATIVE	PC,FACE2FACE	ALONE	1	1	2	1	1	7	7	7
S150	Android	1	Monday	1	baseline	2019-03-11T09:16:24Z	2019-03-11T09:17:44Z	5	3	5	4	4	6	4	4	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S150	Android	1	Monday	3	work	2019-03-11T12:06:24Z	2019-03-11T13:37:34Z	5	2	5	3	5	5	5	2	5	ANALYSIS,ACQUISITION	PC,PAPER	ALONE	0	5	6	3	5	5	6	3
S150	Android	1	Monday	4	work	2019-03-11T13:36:24Z	2019-03-11T13:38:58Z	5	3	5	2	5	6	5	3	4	ACQUISITION,ANALYSIS	PC,PAPER	ALONE	0	5	5	2	5	2	5	3
S150	Android	1	Monday	5	work	2019-03-11T15:01:25Z	2019-03-11T16:22:32Z	4	4	5	2	6	5	4	3	5	ACQUISITION,ANALYSIS	PC,PAPER	ALONE	0	5	5	4	5	5	6	5
S150	Android	1	Monday	6	work	2019-03-11T16:36:24Z	2019-03-11T16:37:46Z	5	2	4	2	6	6	5	4	5	ACQUISITION,ANALYSIS,AUTHORING	PC	ALONE	0	5	5	2	5	5	5	5
S150	Android	1	Monday	7	work	2019-03-11T17:51:24Z	2019-03-11T17:53:45Z	5	3	6	4	5	5	4	3	4	ACQUISITION,ANALYSIS,AUTHORING	PC,PAPER	ALONE	0	3	5	5	5	3	5	5
S150	Android	2	Wednesday	2	work	2019-03-13T10:26:24Z	2019-03-13T10:28:06Z	6	2	6	3	5	6	5	2	6	ACQUISITION,ANALYSIS,AUTHORING	FACE2FACE,PC,PAPER	COLL,OVER	2	5	5	2	5	2	3	3
S150	Android	2	Wednesday	3	work	2019-03-13T11:56:24Z	2019-03-13T11:58:05Z	5	2	6	3	6	5	5	2	6	ACQUISITION	PC	ALONE	0	5	6	2	6	3	6	6
S150	Android	2	Wednesday	5	work	2019-03-13T14:51:25Z	2019-03-13T14:53:00Z	5	2	5	2	6	6	5	3	5	ACQUISITION,ANALYSIS,AUTHORING	PC,PAPER	ALONE	0	5	6	5	5	3	3	3
S150	Android	2	Wednesday	6	work	2019-03-13T16:21:24Z	2019-03-13T16:36:12Z	5	2	6	3	6	6	6	2	6	ACQUISITION,AUTHORING	PC,PAPER	ALONE	0	5	3	4	4	2	5	6
S150	Android	2	Wednesday	7	work	2019-03-13T18:01:24Z	2019-03-13T18:10:56Z	5	3	5	3	5	5	5	5	4	ACQUISITION	PC	COLL	1	6	6	5	5	5	3	5
S150	Android	3	Friday	1	baseline	2019-03-15T09:16:24Z	2019-03-15T09:17:46Z	4	5	3	5	5	2	4	4	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S150	Android	3	Friday	3	work	2019-03-15T12:01:24Z	2019-03-15T12:03:21Z	3	5	5	3	5	4	4	4	4	ACQUISITION,ANALYSIS	PC,PAPER	ALONE	0	6	4	5	4	2	3	3
S150	Android	3	Friday	4	work	2019-03-15T13:26:24Z	2019-03-15T13:47:40Z	4	4	5	6	4	3	3	4	6	ACQUISITION,ANALYSIS	PC,PAPER	ALONE	0	5	4	5	4	4	4	4
S150	Android	3	Friday	5	work	2019-03-15T14:56:24Z	2019-03-15T15:12:31Z	6	2	5	2	6	5	5	4	5	ACQUISITION,ANALYSIS,AUTHORING	PC,PAPER	ALONE	0	4	5	6	6	5	5	5
S150	Android	3	Friday	6	work	2019-03-15T16:28:56Z	2019-03-15T16:30:11Z	4	4	4	4	4	4	4	4	5	ACQUISITION,ANALYSIS	PC,PAPER	ALONE	0	4	4	4	4	4	4	4
S151	iOS	1	Monday	6	work	2019-10-07T16:29:01Z	2019-10-07T16:30:49Z	6	5	4	2	3	3	4	6	3	ACQUISITION	PC	COLL	5	4	4	4	6	2	4	6
S151	iOS	1	Monday	7	work	2019-10-07T17:50:52Z	2019-10-07T17:52:12Z	6	4	4	5	5	4	7	6	4	ACQUISITION	PC	ALONE	0	3	2	2	3	2	3	2
S151	iOS	2	Wednesday	3	work	2019-10-09T12:00:47Z	2019-10-09T12:03:29Z	6	7	6	6	6	5	6	3	6	ACQUISITION	PC	ALONE	0	6	5	6	5	1	7	3
S151	iOS	2	Wednesday	5	work	2019-10-09T15:02:03Z	2019-10-09T15:03:48Z	5	5	6	5	6	6	4	6	6	ACQUISITION	PC	COLL	1	2	4	2	4	2	6	5
S151	iOS	2	Wednesday	6	work	2019-10-09T16:31:17Z	2019-10-09T16:32:39Z	4	4	4	3	4	3	3	6	3	ANALYSIS	PC	ALONE	0	4	3	2	3	2	1	1
S151	iOS	3	Friday	1	baseline	2019-10-11T09:16:00Z	2019-10-11T09:16:59Z	6	3	6	2	6	6	4	3	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S151	iOS	3	Friday	2	work	2019-10-11T10:27:47Z	2019-10-11T10:28:48Z	4	4	5	2	2	6	4	3	7	ACQUISITION,ANALYSIS	PC	ALONE	0	3	3	2	3	1	2	4
S151	iOS	3	Friday	4	work	2019-10-11T13:36:58Z	2019-10-11T13:38:02Z	4	5	4	5	4	4	3	5	4	ACQUISITION,ANALYSIS	PC	ALONE	0	3	3	3	4	1	4	4
S151	iOS	3	Friday	6	work	2019-10-11T16:29:51Z	2019-10-11T16:31:14Z	3	5	4	5	4	3	3	5	3	ANALYSIS,ACQUISITION	PC	COLL	1	4	4	5	4	1	2	2
S151	iOS	3	Friday	7	work	2019-10-11T18:03:50Z	2019-10-11T18:04:58Z	6	4	4	2	5	4	5	5	6	ACQUISITION,ANALYSIS	PC	ALONE	0	4	2	1	2	3	3	3
S152	Android	1	Monday	1	baseline	2018-12-03T09:15:00Z	2018-12-03T09:16:47Z	7	3	6	2	7	6	5	2	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S152	Android	1	Monday	2	work	2018-12-03T10:27:08Z	2018-12-03T10:30:30Z	5	2	6	3	5	5	6	3	5	AUTHORING	FACE2FACE	COLL	3	6	4	1	5	4	5	7
S152	Android	1	Monday	3	work	2018-12-03T11:52:07Z	2018-12-03T11:58:47Z	6	1	7	2	7	7	6	1	5	DISSEMINATION	FACE2FACE	CUSTOMER	30	6	3	5	7	1	7	7
S152	Android	1	Monday	4	work	2018-12-03T13:22:57Z	2018-12-03T13:24:53Z	7	1	6	2	7	7	6	2	5	NETWORKING	FACE2FACE	COLL	2	4	4	6	4	4	6	4
S152	Android	1	Monday	5	work	2018-12-03T14:58:02Z	2018-12-03T15:06:55Z	7	2	6	2	6	6	6	2	5	NETWORKING	FACE2FACE	COLL	3	5	4	5	4	4	5	4
S152	Android	1	Monday	7	work	2018-12-03T18:08:34Z	2018-12-03T18:20:08Z	6	2	5	2	6	6	5	3	5	AUTHORING	PC	ALONE	0	5	4	4	4	7	7	7
S152	Android	2	Wednesday	1	baseline	2018-12-05T09:16:00Z	2018-12-05T09:20:23Z	6	2	6	2	6	6	5	2	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S152	Android	2	Wednesday	2	work	2018-12-05T10:31:00Z	2018-12-05T10:41:39Z	6	1	1	1	6	7	6	1	5	DISSEMINATION	FACE2FACE	CUSTOMER	30	5	5	5	4	1	6	7
S152	Android	2	Wednesday	3	work	2018-12-05T12:01:00Z	2018-12-05T12:08:43Z	7	1	7	1	6	7	7	2	6	DISSEMINATION	FACE2FACE	CUSTOMER	20	4	5	5	4	1	5	6
S152	Android	2	Wednesday	4	work	2018-12-05T13:41:00Z	2018-12-05T13:43:08Z	6	2	6	1	7	7	6	2	5	NETWORKING	FACE2FACE	COLL	3	4	4	5	4	5	5	5
S152	Android	2	Wednesday	5	work	2018-12-05T15:01:00Z	2018-12-05T15:02:24Z	7	2	6	1	7	6	6	2	5	DISSEMINATION	FACE2FACE	CUSTOMER	3	4	4	2	5	3	5	5
S152	Android	2	Wednesday	6	work	2018-12-05T16:26:00Z	2018-12-05T16:58:42Z	7	1	6	2	6	6	5	2	5	OTHER	FACE2FACE	CUSTOMER	1	5	2	1	5	1	5	6
S152	Android	2	Wednesday	7	work	2018-12-05T17:56:01Z	2018-12-05T18:00:44Z	7	2	7	1	6	7	5	2	5	OTHER	FACE2FACE	CUSTOMER	1	4	2	1	5	1	5	5
S152	Android	3	Friday	1	baseline	2018-12-07T09:16:00Z	2018-12-07T09:31:51Z	6	2	6	2	6	6	7	2	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S152	Android	3	Friday	2	work	2018-12-07T10:36:01Z	2018-12-07T10:40:09Z	7	1	7	1	7	7	6	1	7	NETWORKING	FACE2FACE	COLL	1	5	5	2	6	4	6	7
S152	Android	3	Friday	3	work	2018-12-07T12:11:00Z	2018-12-07T12:12:17Z	7	1	7	1	7	7	7	2	6	ACQUISITION	FACE2FACE	COLL	1	6	3	2	6	2	6	6
S152	Android	3	Friday	4	work	2018-12-07T13:36:00Z	2018-12-07T13:41:16Z	7	1	6	1	7	6	7	2	6	ACQUISITION	FACE2FACE	COLL	3	7	4	4	5	3	5	6
S152	Android	3	Friday	5	work	2018-12-07T15:06:00Z	2018-12-07T15:08:36Z	6	3	6	1	7	7	6	3	5	OTHER	FACE2FACE	CUSTOMER,COLL	7	2	1	5	1	1	1	1
S152	Android	3	Friday	6	work	2018-12-07T16:31:00Z	2018-12-07T16:33:48Z	6	3	5	1	7	6	6	3	4	OTHER	FACE2FACE	COLL,CUSTOMER	7	4	2	5	2	1	1	1
S153	Android	1	Monday	1	baseline	2019-03-18T09:13:38Z	2019-03-18T09:40:18Z	6	3	6	4	6	6	5	3	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S153	Android	1	Monday	4	work	2019-03-18T13:38:38Z	2019-03-18T13:42:15Z	4	4	3	4	4	4	6	2	6	OTHER	FACE2FACE	OVER	1	6	6	6	6	5	6	6
S153	Android	1	Monday	6	work	2019-03-18T16:33:28Z	2019-03-18T16:35:24Z	3	4	4	5	4	3	6	3	3	OTHER	FACE2FACE	OVER	1	6	7	7	6	2	4	3
S153	Android	1	Monday	7	work	2019-03-18T18:03:37Z	2019-03-18T18:15:03Z	4	5	3	5	4	2	3	5	2	ACQUISITION	FACE2FACE	OVER	1	6	6	6	6	2	2	2
S153	Android	2	Wednesday	5	work	2019-03-20T15:03:37Z	2019-03-20T15:16:51Z	4	6	2	6	5	4	3	4	3	ANALYSIS	FACE2FACE	EXTERNAL	1	6	6	3	6	1	4	1
S153	Android	2	Wednesday	6	work	2019-03-20T16:23:37Z	2019-03-20T16:42:25Z	3	6	2	6	5	4	3	3	3	OTHER	FACE2FACE	CUSTOMER	2	7	7	7	7	1	3	4
S153	Android	2	Wednesday	7	work	2019-03-20T18:08:46Z	2019-03-20T18:11:41Z	4	6	3	4	4	3	3	4	3	OTHER	FACE2FACE	ALONE	0	5	5	5	5	2	2	2
S153	Android	3	Friday	1	baseline	2019-03-22T09:13:36Z	2019-03-22T09:31:33Z	6	2	6	2	6	6	6	2	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S153	Android	3	Friday	2	work	2019-03-22T10:37:00Z	2019-03-22T10:39:37Z	7	1	7	1	7	7	7	1	7	OTHER	FACE2FACE	OVER	1	4	4	2	5	1	5	6
S153	Android	3	Friday	6	work	2019-03-22T16:28:36Z	2019-03-22T16:35:49Z	5	3	6	3	6	6	5	2	5	OTHER	OTHER	ALONE	0	4	4	2	3	6	3	4
S153	Android	3	Friday	7	work	2019-03-22T18:03:37Z	2019-03-22T18:07:17Z	6	3	6	3	5	5	6	3	4	OTHER	FACE2FACE	ALONE	0	4	4	NA	NA	NA	NA	NA
S154	iOS	1	Friday	1	baseline	2019-10-25T09:15:05Z	2019-10-25T09:16:26Z	6	3	6	2	6	6	7	2	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S154	iOS	1	Friday	3	work	2019-10-25T12:01:09Z	2019-10-25T12:02:58Z	5	4	5	2	6	4	6	3	4	NETWORKING	PC	ALONE	0	4	5	6	5	1	2	2
S154	iOS	1	Friday	4	work	2019-10-25T13:48:52Z	2019-10-25T13:51:22Z	6	4	5	2	6	6	6	3	5	AUTHORING,ANALYSIS	PC,PAPER	ALONE	0	5	4	5	4	2	3	3
S154	iOS	1	Friday	5	work	2019-10-25T14:55:13Z	2019-10-25T14:58:21Z	6	4	5	3	6	5	5	3	6	ANALYSIS,AUTHORING,NETWORKING	PC,PAPER	ALONE	0	4	4	5	5	1	2	3
S154	iOS	1	Friday	7	work	2019-10-25T18:07:43Z	2019-10-25T18:09:28Z	5	4	4	3	5	5	3	3	3	AUTHORING	PC	ALONE	0	5	4	5	4	2	2	2
S154	iOS	2	Monday	1	baseline	2019-10-28T09:15:16Z	2019-10-28T09:16:42Z	7	3	6	1	7	6	7	2	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S154	iOS	2	Monday	2	work	2019-10-28T10:46:37Z	2019-10-28T10:47:59Z	7	4	6	2	7	6	6	2	6	AUTHORING	PC	ALONE	0	5	4	4	4	1	1	3
S154	iOS	2	Monday	3	work	2019-10-28T12:09:49Z	2019-10-28T12:10:58Z	6	3	6	2	6	6	6	2	6	AUTHORING	PC,PAPER	ALONE	0	5	5	7	5	1	1	2
S154	iOS	2	Monday	4	work	2019-10-28T13:40:17Z	2019-10-28T13:41:16Z	6	4	6	2	6	6	6	3	5	AUTHORING	PC,PAPER	ALONE	0	5	4	6	3	5	2	2
S154	iOS	2	Monday	5	work	2019-10-28T15:08:52Z	2019-10-28T15:10:06Z	6	3	6	3	6	5	3	3	4	AUTHORING	PC,PAPER	ALONE	0	5	4	6	4	1	1	4
S154	iOS	3	Wednesday	2	work	2019-10-30T10:36:12Z	2019-10-30T10:39:04Z	6	4	6	2	7	6	6	3	6	AUTHORING	PC,PAPER	ALONE	0	6	6	5	5	2	2	2
S154	iOS	3	Wednesday	4	work	2019-10-30T13:28:50Z	2019-10-30T13:29:58Z	6	4	7	2	7	7	6	3	7	AUTHORING,NETWORKING,ADMINISTRATIVE	PC,PHONE,PAPER	ALONE	0	5	6	7	6	1	1	2
S155	Android	1	Friday	1	baseline	2019-10-25T09:15:12Z	2019-10-25T09:16:12Z	3	3	4	5	3	3	2	6	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S155	Android	1	Friday	3	work	2019-10-25T11:58:10Z	2019-10-25T12:06:25Z	5	4	4	2	4	2	3	3	4	ANALYSIS	PC	ALONE	0	5	6	5	5	7	5	4
S155	Android	1	Friday	5	work	2019-10-25T14:55:29Z	2019-10-25T15:00:19Z	3	5	2	2	4	2	2	5	4	ANALYSIS	FACE2FACE	COLL	15	2	2	2	2	1	2	2
S155	Android	1	Friday	6	work	2019-10-25T16:27:41Z	2019-10-25T16:41:53Z	3	6	2	5	3	2	2	5	2	AUTHORING	PC	ALONE	0	7	7	6	7	5	6	6
S156	iOS	1	Monday	1	baseline	2019-03-25T09:38:55Z	2019-03-25T09:40:44Z	6	1	7	4	6	6	6	1	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
S156	iOS	1	Monday	2	work	2019-03-25T10:40:41Z	2019-03-25T10:43:23Z	6	6	5	5	7	6	6	1	6	NETWORKING	FACE2FACE	CUSTOMER	1	5	3	2	3	1	7	4
S156	iOS	1	Monday	3	work	2019-03-25T11:50:07Z	2019-03-25T11:52:15Z	6	5	6	5	6	5	5	6	5	ADMINISTRATIVE,BREAK	PAPER	ALONE	0	5	3	2	2	7	6	4
S156	iOS	1	Monday	6	work	2019-03-25T16:25:27Z	2019-03-25T16:27:32Z	4	2	5	5	6	5	2	5	4	ADMINISTRATIVE	PC	COLL,ALONE	1	5	3	5	6	1	5	3
