id	day	sleep_quality	physical_activity	pa	na	learning_goal_achievement	beep
80	15	4	1245	6	4.333333333	3	1
80	17	NA	NA	7	1	4	1
80	19	4	1260	7	1.666666667	4	1
80	21	4	1755	7	1	3	1
80	22	4	1045	7	1	3	1
80	23	4	1145	7	1.666666667	3	1
80	24	4	765	7	1	4	1
80	25	4	900	6.666666667	4	4	1
81	1	3	270	5.333333333	3.666666667	2	1
81	2	4	90	4	4.666666667	2	1
81	4	2	465	3.666666667	6.5	3	1
81	5	2	537	3	5	1	1
81	7	3	465	5	2.333333333	3	1
81	8	3	385	4.666666667	3	2	1
81	9	3	540	3.666666667	3	2	1
81	10	2	150	3	5.333333333	4	1
81	11	3	0	2.333333333	4	2	1
81	12	4	45	3.333333333	4.666666667	2	1
81	13	4	570	4	2	3	1
81	14	4	270	2.666666667	2	2	1
81	15	4	595	3	2.333333333	2	1
81	16	3	270	1.666666667	5.666666667	2	1
81	17	1	45	1.666666667	6.333333333	0	1
81	18	3	0	1.666666667	5.666666667	3	1
81	19	3	0	1.666666667	6.666666667	2	1
81	20	3	0	2.666666667	3.666666667	2	1
81	21	2	270	2.333333333	3.666666667	2	1
81	22	3	330	2.666666667	3.666666667	2	1
81	23	3	330	2.333333333	3.333333333	2	1
81	24	4	345	2	6.666666667	3	1
81	25	4	315	2	6.333333333	0	1
81	26	4	315	2	6.333333333	2	1
81	27	3	315	1.333333333	6.333333333	3	1
81	28	3	20	2.333333333	6.666666667	3	1
81	29	3	0	2	6.666666667	3	1
81	30	2	330	5	3.666666667	2	1
81	31	2	345	4	4.333333333	2	1
81	32	3	370	4	3.333333333	NA	1
82	1	4	120	4.666666667	3	3	1
82	2	4	765	6	1.333333333	4	1
82	3	2	260	3	2.666666667	3	1
82	4	3	765	5.666666667	1.666666667	1	1
82	5	4	60	6	1	1	1
82	6	3	135	5.333333333	4	2	1
82	7	4	520	4.666666667	3.333333333	1	1
82	8	4	250	6	1	4	1
82	9	4	785	6	1	4	1
82	10	4	160	5	1.333333333	3	1
82	11	4	309	6	1.333333333	3	1
82	12	4	750	7	1	4	1
82	13	3	190	6	1.666666667	3	1
82	14	4	173	4	1	4	1
82	15	3	125	5.333333333	1	2	1
82	16	4	670	4.666666667	1.333333333	3	1
82	17	2	45	6.333333333	1	4	1
82	18	4	45	5.333333333	2	1	1
82	19	4	130	2.333333333	3.666666667	1	1
82	20	4	165	4.666666667	2	3	1
82	21	2	900	3	2	4	1
82	22	2	165	5.666666667	1	4	1
82	23	4	830	4.333333333	1	4	1
82	24	3	210	5	1.333333333	4	1
82	25	3	165	6.333333333	1	4	1
82	26	4	165	6.5	2.666666667	4	1
82	27	4	825	6	1.333333333	3	1
82	28	4	45	4.333333333	3.666666667	1	1
82	29	4	825	4.333333333	1	4	1
82	30	4	195	1	6.333333333	1	1
82	31	4	180	1.666666667	6	2	1
82	32	4	435	7	1	NA	1
