dominance	affiliation	pos_aff	neg_aff	stress	functioning	id	day	beep
0.71	-1.71	1.4	1.4	1	2	79	NA	1
3.41	-2.41	2.6	3.4	8	1	79	NA	1
3.83	-1	2.6	2.8	8	1	79	NA	1
2.41	-4.41	2.8	4.2	10	2	79	NA	1
2.83	-0.59	2.6	3.6	8	1	79	NA	1
0.71	-1.71	2.8	3	6	1	79	NA	1
1.41	-1	2.8	3.2	8	1	79	NA	1
2.41	-2.41	2.4	3.2	8	1	79	NA	1
0.71	-1.71	1.8	1.6	2	1	79	NA	1
1.41	0	1.4	1.2	2	1	79	NA	1
1.41	0	2.2	1.6	4	1	79	NA	1
1.41	-1	2.6	2.4	6	1	79	NA	1
1.71	-0.71	2.8	1.6	3	1	79	NA	1
1	-0.59	3.2	4.2	9	1	79	NA	1
1.71	-0.71	2.4	3	6	1	79	NA	1
0.71	-0.71	1.8	1.6	2	1	79	NA	1
1.71	-0.71	2.4	1.4	2	1	79	NA	1
5.71	-2.71	2.6	3	6	1	79	NA	1
1.71	-2.71	2.6	3.4	6	1	79	NA	1
6.41	-4.41	3	4	15	1	79	NA	1
2.41	-3	3	3.8	8	2	79	NA	1
3.41	0	2.6	2.6	6	1	79	NA	1
3.41	0	2.4	1.8	3	1	79	NA	1
2.41	-1	2.2	2.2	3	1	79	NA	1
2.41	-1	2.8	2	2	1	79	NA	1
1.71	-0.71	2.8	1.8	4	1	79	NA	1
-0.29	-1.71	1.8	2.2	4	2	79	NA	1
0.41	-2.41	2.8	1.6	4	1	79	NA	1
-1	-2.41	1.8	2.2	3	2	79	NA	1
0.71	-1.71	1.6	1.6	1	2	79	NA	1
1.71	-2.71	2	1.4	2	1	79	NA	1
3.12	0.71	2.4	1.2	1	1	79	NA	1
1.41	0	2.8	1.2	1	1	79	NA	1
0.71	-0.71	2.2	1.6	1	1	79	NA	1
2.41	1	3.2	1.4	2	1	79	NA	1
-1	-2.41	1	1.4	2	1	79	NA	1
1.41	0	2.4	1.8	2	1	79	NA	1
3.12	1.71	2.4	1.6	2	1	79	NA	1
2.41	1	2.75	1.6	2	1	79	NA	1
0	7	2.6	1	0	0	8	NA	1
-3.71	10.54	3.2	1	0	1	8	NA	1
-3.83	10.07	3	1.8	2	0	8	NA	1
-6.12	14.78	4.4	1	0	0	8	NA	1
-4.95	11.95	3.4	1	0	0	8	NA	1
-2	12.66	3.6	1.2	0	0	8	NA	1
-0.71	16.19	3.4	1	0	0	8	NA	1
4.54	6.12	2.8	2	2	0	8	NA	1
0	12.66	3.8	1	0	1	8	NA	1
-4.24	12.66	2.8	1	0	0	8	NA	1
2.12	6.12	2.6	1.6	3	0	8	NA	1
-6.12	9.12	2.2	1	0	0	8	NA	1
-1.29	9.12	3	2.2	1	0	8	NA	1
-0.41	8.41	4.2	1	0	0	8	NA	1
-0.71	10.54	3.6	1	0	0	8	NA	1
0	9.83	2.8	1	0	0	8	NA	1
0	6.83	3.4	1	0	0	8	NA	1
1	9.83	2.8	1	0	0	8	NA	1
-2.71	11.95	3.4	1	0	0	8	NA	1
NA	13.36	2.6	1	0	0	8	NA	1
-1.12	6.12	4.2	1.2	2	0	8	NA	1
-2.12	1.71	1	1	0	0	8	NA	1
0	1	1.6	1	0	0	8	NA	1
-1	3.41	1.4	1	0	0	8	NA	1
0	0	2	1	0	0	8	NA	1
0	0	2	1.6	0	0	8	NA	1
-0.71	4.12	1.8	1.2	0	0	8	NA	1
0	0	1.6	1	0	0	8	NA	1
-0.71	3.12	1.4	1	0	0	8	NA	1
-1.41	3.41	1.8	1.2	2	0	8	NA	1
-1.83	NA	2	1.2	0	0	8	NA	1
0.29	1.71	2	1	0	0	8	NA	1
0	0	1.8	1.2	0	0	8	NA	1
1.71	NA	1.8	1	0	0	8	NA	1
-0.71	4.12	1.6	1	0	0	8	NA	1
-2	4.83	1.4	1	0	0	8	NA	1
-1	2.41	1	1	0	0	8	NA	1
0	2.41	1.6	1	0	0	8	NA	1
-2	4.83	1.8	1	0	0	8	NA	1
-1.41	2.41	1	1	0	0	8	NA	1
0	0	2	1	0	0	8	NA	1
1.71	-0.29	1.8	1	0	0	8	NA	1
0	2	1.4	1	0	0	8	NA	1
0	3.41	1.6	1	0	0	8	NA	1
-3.41	6.24	2	1.6	3	0	8	NA	1
0	7.24	2.6	1	0	0	8	NA	1
-2.12	4.12	1.4	1	0	0	8	NA	1
-1.41	3.41	1	1	0	0	8	NA	1
-2	4.83	1.6	1	0	0	8	NA	1
0	4.83	2	1	0	0	8	NA	1
-0.71	4.12	1.2	1	0	0	8	NA	1
0	9.66	2.6	1	0	0	8	NA	1
3.29	11.95	2.8	1.2	0	0	8	NA	1
-1.41	3.41	1.6	1	0	0	8	NA	1
0	0	2.2	1	0	0	8	NA	1
0	5.83	3.2	1	0	0	8	NA	1
0	9.66	3.4	1	0	0	8	NA	1
-2.71	5.12	1.2	1	0	0	8	NA	1
NA	NA	1.2	1	0	0	8	NA	1
0	4.83	1.8	1	0	0	8	NA	1
0	4.83	1.8	1	0	0	8	NA	1
0	2.41	1.6	1	0	0	8	NA	1
0	4.83	1.2	1	0	0	8	NA	1
0	2.83	2.25	1	0	0	8	NA	1
-1.29	4.12	1.6	1	0	0	8	NA	1
0	4.83	1.4	1	0	0	8	NA	1
-2	4.83	2.25	1	0	0	8	NA	1
0	4.83	1.2	1	0	0	8	NA	1
NA	NA	2	1.4	0	0	8	NA	1
0.41	5.83	3.4	1	0	0	8	NA	1
0.41	5.83	3.4	1	0	0	8	NA	1
NA	4.12	1.8	1.4	0	0	8	NA	1
-1	5.83	2.2	1	0	0	8	NA	1
NA	NA	2	1.2	0	0	8	NA	1
3.83	3.41	3	1	0	0	8	NA	1
0	5.83	3.8	1.2	0	0	8	NA	1
-1	3.41	3.2	1	0	0	8	NA	1
-0.71	6.54	2.6	1.2	0	0	8	NA	1
-0.71	5.54	2.4	1	0	0	8	NA	1
1	7.24	3	1.2	0	0	8	NA	1
0	4.83	1.6	1	0	0	8	NA	1
-2.12	3.12	2.2	1.2	2	0	8	NA	1
3	7.24	1.6	1	0	0	8	NA	1
-1	4.83	2	1	0	0	8	NA	1
0.29	2.71	2.2	1	0	0	8	NA	1
-2.71	5.12	1.8	1	0	0	8	NA	1
2.12	3.12	2.2	1	0	0	8	NA	1
-1.71	2.12	2.6	1.2	0	0	8	NA	1
0.71	5.54	2.6	1.8	0	0	8	NA	1
-0.71	3.71	2	1	0	0	8	NA	1
7.07	-6.41	2.2	4.2	17	2	80	NA	1
-1.71	-1.12	2.4	3.4	20	3	80	NA	1
5.95	1.71	2.8	3.8	17	2	80	NA	1
-0.59	-5.83	1.4	4	15	4	80	NA	1
1.12	7.71	3.6	3.4	12	3	80	NA	1
-1.59	-4.41	2.6	3.8	12	4	80	NA	1
-6.41	-6.24	1.6	3.6	9	4	80	NA	1
-7.41	-2.24	2.2	3.8	13	3	80	NA	1
-3	2.59	2.2	3.8	4	3	80	NA	1
-2.12	7.54	3.2	3.6	0	3	80	NA	1
-0.71	4.71	2.6	4	4	3	80	NA	1
-3.29	5.29	1.6	3.6	10	3	80	NA	1
-8.12	-0.12	2.2	4	9	4	80	NA	1
0.41	-3.83	2	4.2	12	3	80	NA	1
-5	0	2.8	4.2	12	4	80	NA	1
-0.29	-0.12	1.4	4	16	4	80	NA	1
-4.17	-1.83	2.2	4	14	4	80	NA	1
-5.29	7.54	2.6	3.8	11	4	80	NA	1
0.83	2.17	2.6	4	12	3	80	NA	1
-0.59	-0.66	2.4	4	7	4	80	NA	1
5.54	NA	2.6	4.4	15	4	80	NA	1
3.12	3.29	2.8	4.2	14	4	80	NA	1
-6.66	-1.83	2.4	3.4	14	1	80	NA	1
-5	-0.41	1.8	3.8	13	3	80	NA	1
-2.88	-5.12	2	4.2	11	4	80	NA	1
-1.76	6.41	1.6	3.8	19	4	80	NA	1
NA	NA	2	3.6	14	NA	80	NA	1
NA	-2.12	2.4	4	13	3	80	NA	1
-7.83	2.17	1.6	4.2	7	4	80	NA	1
-6.41	-1.41	1.5	3.8	12	4	80	NA	1
10.24	-4.24	1.2	4.2	15	3	80	NA	1
NA	NA	2	4.2	18	4	80	NA	1
-4	2.17	2.4	4.2	16	3	80	NA	1
1	-6.24	2.6	4	16	3	80	NA	1
0.29	3.71	3.2	3.6	15	NA	80	NA	1
3.83	0.17	2.6	3.8	21	3	80	NA	1
-4.12	-0.54	2.8	3.8	14	2	80	NA	1
-3.24	5.83	2.6	3.8	9	2	80	NA	1
NA	NA	2	4.6	15	NA	80	NA	1
-2	-4.24	1.6	4.2	13	4	80	NA	1
-6.12	6.12	1.8	4.2	15	3	80	NA	1
2.71	-1.54	2.8	4.4	8	NA	80	NA	1
-2.12	1.88	2.2	4.2	15	3	80	NA	1
-0.41	NA	2.4	4.2	11	3	80	NA	1
13.78	6.29	3.8	4.4	12	1	80	NA	1
3.12	3.71	3.2	3.4	9	3	80	NA	1
1.71	6.54	3.4	3.4	17	2	80	NA	1
NA	NA	3	3.6	15	NA	80	NA	1
6.41	6.41	2.8	3.6	16	4	80	NA	1
2.29	3.29	2.6	3.6	12	4	80	NA	1
4.54	7.12	2.2	4	10	4	80	NA	1
-1.41	8.24	2.4	3.6	8	3	80	NA	1
-0.29	6.54	3.6	4	13	4	80	NA	1
1.71	2.88	2.6	4.2	14	4	80	NA	1
-5.12	8.54	2.6	4	15	3	80	NA	1
6.54	5.12	3.2	3.25	8	3	80	NA	1
0.71	-0.12	2.2	3.8	13	3	80	NA	1
-5.95	3.29	2.4	4	0	3	80	NA	1
-4.54	7.54	2.2	4.2	11	4	80	NA	1
1	6	2.8	4	5	3	80	NA	1
0.71	6.12	2.6	4	16	2	80	NA	1
0.29	2.29	3	4.2	9	4	80	NA	1
2.83	5	2	4	9	4	80	NA	1
1.41	-1.41	3.4	4.4	15	4	80	NA	1
2.83	7.83	3.4	3.8	9	2	80	NA	1
3.83	6.83	4	3.6	12	0	80	NA	1
4.41	4.41	2.2	4.2	7	2	80	NA	1
NA	NA	3.6	4.4	16	NA	80	NA	1
-5.83	-0.41	3.2	4.2	7	2	80	NA	1
-4.83	-0.24	3	4.2	0	2	80	NA	1
1	9.66	3.2	3.4	0	2	80	NA	1
-0.41	6.41	3	3.6	9	2	80	NA	1
-2.41	4.41	3.2	3.6	6	2	80	NA	1
3.12	6.12	2.8	3.6	15	3	80	NA	1
-0.83	-0.41	2.6	3.8	12	2	80	NA	1
4.54	-2.12	3	4.2	15	4	80	NA	1
-2.59	6.41	3.4	4	14	3	80	NA	1
4.83	2.59	2.4	3.8	16	2	80	NA	1
2.12	2.29	4.4	3.6	14	3	80	NA	1
9.54	7.12	4.6	4.2	18	2	80	NA	1
1.12	3.29	2.6	4.4	12	2	80	NA	1
-3	7.24	2.6	1	0	0	81	NA	1
0	4	1.4	1.2	3	0	81	NA	1
-5.12	5.12	1.8	1	4	0	81	NA	1
-1	7.24	2.8	1	0	0	81	NA	1
-0.71	5.95	3	1.2	2	0	81	NA	1
0	7.24	2.2	1	0	0	81	NA	1
-3	7.24	3	1	0	0	81	NA	1
-3	7.24	2.6	1	0	0	81	NA	1
-3	7.24	2.6	1	0	0	81	NA	1
-3	9.66	3	1	0	0	81	NA	1
-4	9.66	3	1	0	0	81	NA	1
-4	9.66	2.6	1.4	0	0	81	NA	1
-4	9.66	3	1	0	0	81	NA	1
-3	7.24	3	1	0	0	81	NA	1
-4	9.66	2.6	1	1	0	81	NA	1
-4	9.66	3	1	0	0	81	NA	1
-4	9.66	3	1	0	0	81	NA	1
-4	9.66	3	1	0	0	81	NA	1
0	9.66	4	1	0	0	81	NA	1
-5	12.07	4	1	0	0	81	NA	1
0	9.66	4	1	0	0	81	NA	1
-4	9.66	3	1	0	0	81	NA	1
-4	9.66	3	1	0	0	81	NA	1
0	9.66	3	1	0	0	81	NA	1
-4	9.66	3	1	0	0	81	NA	1
-4	9.66	3	1	0	0	81	NA	1
NA	NA	4	1	1	0	81	NA	1
-4	9.66	3	1	0	0	81	NA	1
-2	9.66	3	1	0	0	81	NA	1
-4	9.66	3	1	0	0	81	NA	1
-4	9.66	3	1	0	0	81	NA	1
-5	12.07	4	1	0	0	81	NA	1
-4	9.66	4	1	0	0	81	NA	1
-5	12.07	4	1	0	0	81	NA	1
-5	12.07	4	1	0	0	81	NA	1
-4	9.66	4	1	0	0	81	NA	1
-4	9.66	4	1	0	0	81	NA	1
-4	9.66	3.4	1	0	0	81	NA	1
-5	12.07	4	1	0	0	81	NA	1
-5	12.07	4	1	0	0	81	NA	1
-5	12.07	4	1	3	0	81	NA	1
-5	12.07	4	1	0	0	81	NA	1
-4	9.66	4	1	0	0	81	NA	1
-4	9.66	4	1	0	0	81	NA	1
-4.29	11.36	4	1	0	0	81	NA	1
-5	12.07	4	1	0	0	81	NA	1
-4	9.66	4	1	0	0	81	NA	1
-2.83	-1.17	2.8	1.2	8	0	81	NA	1
4	9.66	4	1	0	0	81	NA	1
NA	NA	2.6	1	0	0	81	NA	1
-4	9.66	3	1	0	0	81	NA	1
-4	9.66	3	1	0	0	81	NA	1
-6.83	6.83	4	1	0	0	81	NA	1
-4	9.66	4	1	0	0	81	NA	1
-4	9.66	4	1	0	0	81	NA	1
-4	9.66	4	1	0	0	81	NA	1
-4	9.66	4	1	0	0	81	NA	1
-4	9.66	4	1	0	0	81	NA	1
-5	12.07	4	1	0	0	81	NA	1
0	9.66	4	1	0	0	81	NA	1
0	9.66	3	1	0	0	81	NA	1
-3	7.24	3	1	0	0	81	NA	1
-4	9.66	4	1	0	0	81	NA	1
-4	9.66	3	1	0	0	81	NA	1
0	7.24	3	1	0	0	81	NA	1
-4	9.66	3	1	0	0	81	NA	1
0	7.24	3	1	0	0	81	NA	1
-5	12.07	4	1	0	0	81	NA	1
-4	9.66	4	1	0	0	81	NA	1
-5	12.07	4	1	0	0	81	NA	1
-5	12.07	4	1	0	0	81	NA	1
0	9.66	4	1	0	0	81	NA	1
-4	9.66	3.4	1	0	0	81	NA	1
-5	12.07	4	1	0	0	81	NA	1
0	12.07	4	1	1	0	81	NA	1
-4	9.66	4	1	0	0	81	NA	1
-5	12.07	4	1	0	0	81	NA	1
NA	-4	2	3	12	3	81	NA	1
0	9.66	3	1	0	0	81	NA	1
2.12	2.12	2	1.75	10	2	81	NA	1
-3	7.24	3	1	0	0	81	NA	1
-4	9.66	2.6	1	0	0	81	NA	1
0	9.66	4	1.6	0	0	81	NA	1
0	10.66	4	1	0	0	81	NA	1
4	9.66	3	1	1	0	81	NA	1
-4	9.66	2.6	1	0	0	81	NA	1
-4	9.66	2.6	1	0	0	81	NA	1
0	9.66	4	1	0	0	81	NA	1
-4	9.66	3	1	0	0	81	NA	1
-4	9.66	3	1	0	0	81	NA	1
-4	9.66	3	1	0	0	81	NA	1
-4	9.66	3	1	0	0	81	NA	1
-4	9.66	4	1	0	0	81	NA	1
-4	9.66	4	1	1	0	81	NA	1
-5	12.07	4	1	0	0	81	NA	1
-4	9.66	2.6	1	0	0	81	NA	1
-5	12.07	4	1	0	0	81	NA	1
-5	12.07	4	1	0	0	81	NA	1
-5	12.07	4	1	0	0	81	NA	1
1.88	-0.12	4.4	3.2	12	1	82	NA	1
12.78	-0.29	4.4	3.6	12	1	82	NA	1
-0.71	-1.29	4.2	3.4	14	1	82	NA	1
13.36	-0.88	4.4	3.4	12	1	82	NA	1
-2.83	-1	3.2	3.4	12	1	82	NA	1
13.48	0	4	3.2	11	1	82	NA	1
7.07	-9.83	4.8	4	20	2	82	NA	1
9.36	-2.71	4.8	3	13	2	82	NA	1
11.66	-8.83	4.8	3	15	2	82	NA	1
6.41	3.83	5	3	15	2	82	NA	1
14.07	-4.83	5	2.2	11	2	82	NA	1
13.48	-2	4.6	3.4	15	3	82	NA	1
13.07	-3.41	4.8	3	10	2	82	NA	1
9.66	-4.83	4.2	2.4	14	2	82	NA	1
7.12	3.54	4.8	2.8	11	2	82	NA	1
4.54	0.71	4.4	3	8	2	82	NA	1
12.07	-1	4.6	3	11	2	82	NA	1
5.95	-7.95	4.6	4.4	21	3	82	NA	1
-0.29	2.71	3.8	4.2	16	3	82	NA	1
1.71	-8.19	5	4.2	18	3	82	NA	1
5.12	-9.36	4.6	4.4	15	3	82	NA	1
7.24	-0.83	4.2	3.6	13	2	82	NA	1
4.24	-6.24	4.4	3.8	15	3	82	NA	1
4.54	-4.95	3.6	3.6	12	3	82	NA	1
2.12	-1.95	4	3.6	17	3	82	NA	1
5.83	-2.83	4	4	14	3	82	NA	1
0.12	3.71	4.6	3.2	13	2	82	NA	1
2.12	-4.54	3	3.6	15	3	82	NA	1
0.12	-2.95	3.4	3.4	13	2	82	NA	1
0	-0.83	3.4	3	7	2	82	NA	1
7.24	1.59	4.2	3.6	15	2	82	NA	1
2.83	-2.83	4.4	3	16	2	82	NA	1
0.71	-1.12	3.8	3.2	8	2	82	NA	1
2	4.83	4	2.6	15	2	82	NA	1
4.12	-2.12	4.2	3.4	17	3	82	NA	1
3	0	4.4	3.4	13	2	82	NA	1
-3	2	3.8	3	14	2	82	NA	1
7.24	1.83	4.2	3.2	13	2	82	NA	1
4.41	0	4.2	3	15	2	82	NA	1
6.41	2.83	5	3.2	17	2	82	NA	1
8.66	-2.41	4	3.2	16	2	82	NA	1
2	0	4.4	3	16	1	82	NA	1
3.71	-0.71	4.2	3.2	14	3	82	NA	1
2.71	0.71	3.6	3.2	16	2	82	NA	1
2.41	-2.83	3.4	3	16	2	82	NA	1
7.54	1.29	5	3.4	17	3	82	NA	1
5.54	-2.12	4.6	2.8	17	3	82	NA	1
5.12	-0.71	4.8	2.2	12	2	82	NA	1
7.54	-0.12	4	2	14	2	82	NA	1
5.41	0	4.4	2.6	13	2	82	NA	1
8.24	1.41	4.8	2.8	13	2	82	NA	1
4.41	8.24	4	1.6	12	2	82	NA	1
8.54	1.71	5	2.8	12	2	82	NA	1
NA	NA	4.2	3.2	14	2	82	NA	1
8.54	-1.12	4.4	2.6	16	2	82	NA	1
6.83	0	3.6	3.4	16	2	82	NA	1
9.95	-2.71	4.2	4.2	17	2	82	NA	1
9.24	-5	4.4	3.8	12	2	82	NA	1
10.66	-2	4.6	3.6	13	2	82	NA	1
7.54	0.71	4.4	3.2	15	2	82	NA	1
5.41	-2.41	4.2	2.4	9	2	82	NA	1
9.95	4.54	4.8	2.4	7	2	82	NA	1
12.07	1.41	4.6	3	13	2	82	NA	1
9.95	0.12	4.8	3.8	19	3	82	NA	1
6.41	-7.24	4.2	3.6	11	3	82	NA	1
5.41	-1	4.2	3.2	14	2	82	NA	1
6.83	1.41	4.6	3.6	15	2	82	NA	1
9.95	-1.88	4.6	3.2	10	2	82	NA	1
7.07	1	4.6	3	11	2	82	NA	1
7.83	1.41	4.2	3	10	2	82	NA	1
7.12	-2.12	4	2.75	6	3	82	NA	1
7.24	0	4.4	3.4	13	2	82	NA	1
8.54	-0.29	3.8	3.6	16	2	82	NA	1
3.71	1.29	4.2	3	10	2	82	NA	1
3.71	5.54	3.6	3.2	11	2	82	NA	1
4.41	-2.83	3.8	3.6	15	3	82	NA	1
-4.83	2.41	2.4	2	0	1	83	NA	1
-5.41	8.24	3	1.8	0	0	83	NA	1
-2.12	8.95	3.2	2.2	3	0	83	NA	1
-3.71	7.54	4	1.8	1	0	83	NA	1
-4.71	6.95	3	1.8	1	0	83	NA	1
-7.12	3.12	1.8	3	7	1	83	NA	1
-9.54	6.95	3	2.8	2	0	83	NA	1
-4.41	10.66	2.6	1.6	0	0	83	NA	1
-3.71	12.36	1.8	2.6	8	0	83	NA	1
-5.12	2.12	1.5	1.8	0	1	83	NA	1
-2.88	0.71	1.8	3.4	8	1	83	NA	1
1	10.66	3	2	0	0	83	NA	1
-2	2.41	3.4	2.2	0	0	83	NA	1
-2	9.66	3.4	1.4	0	0	83	NA	1
-1.71	7.95	2.6	1.6	0	0	83	NA	1
-3.83	9.24	3	1.4	0	0	83	NA	1
-2.71	-1.71	1.4	2	0	1	83	NA	1
-4.71	3.12	2.4	2.8	5	1	83	NA	1
-5.12	3.12	2	1.8	0	1	83	NA	1
-7.83	5.83	1.8	1.4	0	1	83	NA	1
-3.41	8.66	3	1.2	0	0	83	NA	1
-6.12	6.12	3	1.8	0	0	83	NA	1
-5.41	5.83	2.8	1.6	0	1	83	NA	1
-6.12	8.95	3.4	2	0	1	83	NA	1
-3	3.83	2.2	2.2	0	1	83	NA	1
-4.71	4.12	2.6	1.6	0	0	83	NA	1
-4.41	2.83	1	1.6	2	1	83	NA	1
-6	4.83	1.8	1.5	0	1	83	NA	1
-8.12	5.54	1.8	2.2	0	0	83	NA	1
-2.71	9.95	3	1.2	0	0	83	NA	1
-3.71	6.54	2.4	1.2	0	0	83	NA	1
-5.71	6.95	3	2	2	1	83	NA	1
-3.12	5.54	3	1	0	1	83	NA	1
-5.12	8.95	2.8	1.2	0	0	83	NA	1
-1	8.66	3	1.2	0	0	83	NA	1
-7.54	7.54	2.8	1.4	0	0	83	NA	1
-3.12	6.95	2.8	1.4	0	0	83	NA	1
-4.41	10.66	3.4	1.4	0	0	83	NA	1
1.12	1.12	2	3	2	1	83	NA	1
-7.54	8.95	1	1.2	0	1	83	NA	1
-10.36	-0.29	1.4	2.2	0	2	83	NA	1
-5.12	7.54	3.8	1	0	0	83	NA	1
-8.54	5.12	1.8	2.4	0	1	83	NA	1
-6.83	5.83	2.25	2.6	0	0	83	NA	1
-5.41	8.24	3.2	1.6	0	0	83	NA	1
-10.66	2	1	1.4	0	2	83	NA	1
-6.83	9.24	2.2	1	0	1	83	NA	1
-6.83	6.83	1.8	1.4	0	1	83	NA	1
-6.12	7.54	2.2	1.6	0	1	83	NA	1
-5.83	7.24	2.2	1.6	0	0	83	NA	1
-5.83	9.24	1.4	1.8	1	2	83	NA	1
-7.12	5.95	1.8	1.6	0	1	83	NA	1
-7.83	6.24	2	2.4	0	1	83	NA	1
-6.54	5.95	1.6	1.8	0	2	83	NA	1
-7.54	7.95	2.2	1.2	0	0	83	NA	1
-6.12	4.54	1.8	2.2	0	1	83	NA	1
-7.24	5.24	2	2	0	1	83	NA	1
-6.54	5.54	1.8	2.2	0	2	83	NA	1
-5.83	6.24	2.2	2.2	0	1	83	NA	1
-3	5.24	3	1.6	0	0	83	NA	1
-5.12	5.54	3.6	1	1	0	83	NA	1
-5	1.41	1	1.8	2	2	83	NA	1
-4.83	8.24	3.2	1.2	0	0	83	NA	1
-4.41	9.66	3	1.2	0	1	83	NA	1
-6.83	5.24	2	2.4	0	1	83	NA	1
-5.83	4.83	1.6	2	0	2	83	NA	1
-4.12	2.12	1.6	2.4	2	1	83	NA	1
-6.54	3.12	2	2	0	2	83	NA	1
-8.24	3.83	1.6	1.2	0	1	83	NA	1
-7.54	4.54	1.6	3	0	2	83	NA	1
-6.54	7.54	2.4	1.4	0	0	83	NA	1
-3.71	10.36	3	1.2	0	0	83	NA	1
-6.54	7.54	2.4	2	0	1	83	NA	1
NA	NA	2.8	1.2	0	1	83	NA	1
-6.54	10.95	3	1	0	1	83	NA	1
-5.12	8.95	2	1.2	0	1	83	NA	1
-4.12	9.95	2.6	1.8	2	1	83	NA	1
-8.24	6.24	1.8	1.6	0	1	83	NA	1
-6.54	7.95	1.8	2.2	0	1	83	NA	1
-7.83	9.24	2	1.2	0	1	83	NA	1
-4.41	6.66	2	1.6	4	1	83	NA	1
-4.83	9.24	2.2	1.2	0	0	83	NA	1
-4.41	3.83	2	2.2	0	1	83	NA	1
-5.41	6.24	2.2	1.2	0	1	83	NA	1
-4.12	4.54	2	1.6	0	1	83	NA	1
-4.12	4.54	2.6	1.2	0	1	83	NA	1
-6.24	8.24	3.2	1	0	0	83	NA	1
-6.24	7.83	2	1.2	0	0	83	NA	1
-5.12	8.95	2.4	1.2	0	1	83	NA	1
-5.83	11.66	2.8	1.4	0	1	83	NA	1
-7.24	7.24	1.4	1.2	0	2	83	NA	1
-4.41	10.66	2.8	1.6	2	0	83	NA	1
-5.83	10.24	1.6	1.8	0	1	83	NA	1
-3.41	10.24	3	1	0	0	83	NA	1
-5.54	10.95	2.8	1	0	0	83	NA	1
-6.54	10.95	3.6	1	0	0	83	NA	1
-6.41	5.66	2	1.2	1	2	83	NA	1
-7.24	9.24	2.2	1.5	1	1	83	NA	1
-7.24	8.24	2	1.4	0	1	83	NA	1
-7.24	8.24	2	1.6	0	1	83	NA	1
5.71	9.36	1.2	1.2	4	2	84	NA	1
NA	NA	3	1.4	7	2	84	NA	1
5.71	10.36	3.75	1	0	1	84	NA	1
4.71	10.36	4	1	0	1	84	NA	1
4.71	2.95	3	1.8	9	2	84	NA	1
0	7.24	3	1	0	1	84	NA	1
7.24	3.41	3.4	1.4	8	2	84	NA	1
4	9.66	4	1	0	2	84	NA	1
0	7.24	5	1	0	1	84	NA	1
3.71	8.95	4	1	0	2	84	NA	1
4.71	8.95	3	1	0	2	84	NA	1
-2.83	1	2.4	2	0	2	84	NA	1
2.41	2.41	2	1.2	2	2	84	NA	1
4.41	7.24	3	1.2	2	2	84	NA	1
5.71	10.36	3	1	0	2	84	NA	1
-7.54	-3.54	1	1	0	3	84	NA	1
2.41	3.83	1.6	1	2	2	84	NA	1
7.12	7.95	3.4	1.2	0	2	84	NA	1
-3.41	-0.41	1.8	1	0	3	84	NA	1
3.71	6.95	3	1	0	1	84	NA	1
-0.71	-0.29	2	1.6	5	2	84	NA	1
-2.12	-2.12	2.2	1	0	3	84	NA	1
-4.12	-2.12	1	1.2	0	3	84	NA	1
3	4.41	3	1.2	0	2	84	NA	1
-3.41	-1.41	1.6	1.2	0	2	84	NA	1
3.71	7.95	3	1	0	2	84	NA	1
3.71	5.54	1.8	1	0	2	84	NA	1
3.71	7.95	2	1	0	2	84	NA	1
2	3.83	2.2	1	0	1	84	NA	1
2.41	5.83	2	1	0	2	84	NA	1
6.41	3.66	3.6	1	0	1	84	NA	1
4.71	8.95	4	1	0	1	84	NA	1
2.71	6.95	4	1	0	1	84	NA	1
4.71	6.95	3	1	0	1	84	NA	1
4.71	8.95	3	1	0	2	84	NA	1
-2	4.83	3	1.2	0	3	84	NA	1
4.71	7.95	2	1	0	2	84	NA	1
4.71	9.36	2	1	0	2	84	NA	1
6.12	5.12	2	1	0	1	84	NA	1
5.71	10.36	3	1	0	1	84	NA	1
4.71	7.95	3	1	0	1	84	NA	1
4.71	8.95	2.6	1	0	2	84	NA	1
5.71	10.36	3	1.4	0	2	84	NA	1
5.71	NA	3	1	0	1	84	NA	1
5.71	8.95	3	1	0	1	84	NA	1
5.71	10.36	3	1	0	1	84	NA	1
5.41	9.66	4	1	0	2	84	NA	1
5.71	10.36	3	1	0	3	84	NA	1
5.71	10.36	2	1	0	1	84	NA	1
3.71	4.54	2.4	1	0	2	84	NA	1
7.83	5.83	2.8	1	0	1	84	NA	1
1.71	12.78	3	1	0	1	84	NA	1
5.41	6.66	3	1.8	5	2	84	NA	1
6.71	10.36	3	1	0	2	84	NA	1
6.41	8.66	3	1	0	2	84	NA	1
4.71	10.36	3	1.2	5	1	84	NA	1
5.71	10.36	2	1	0	2	84	NA	1
6.41	12.07	2.8	1	0	1	84	NA	1
6.71	12.78	4	1	0	1	84	NA	1
5.71	10.36	2.6	1	0	2	84	NA	1
5.71	10.36	3	1	0	1	84	NA	1
7.83	8.24	3.2	1	0	1	84	NA	1
7.41	11.07	3	1	0	2	84	NA	1
4.71	10.36	3	1	3	1	84	NA	1
5.71	10.36	2	1	0	2	84	NA	1
5.71	10.36	3	1	0	2	84	NA	1
5.71	10.36	4	1	0	1	84	NA	1
4.71	7.95	2	1	0	2	84	NA	1
5.71	10.36	4	1	0	1	84	NA	1
5.71	10.36	3.6	1	0	2	84	NA	1
6.41	8.66	2.6	1	0	1	84	NA	1
