id	counter	miss_status	time	attention_present	opened_up	concentrated_present	nonjudgmental_feelings	nonjudgmental_thoughts	nonjudgmental_behavior	happy	content	relaxed	downhearted	distressed	nervous	ruminate_feelings	ruminate_things	relaxed_thoughts_feelings	relaxed_thoughts_things	day	beep
15	47	2	2015-08-12T17:54:00Z	4	3	3	2	1	1	5	4	4	1	1	1	1	1	4	4	8	5
15	48	2	2015-08-12T19:45:00Z	2	3	2	3	3	1	2	3	4	1	0	1	1	5	3	3	8	6
15	49	2	2015-08-13T10:11:00Z	2	2	3	4	4	4	2	2	2	5	5	6	4	5	4	4	9	1
15	50	2	2015-08-13T11:39:00Z	2	3	2	1	2	2	4	2	2	3	3	3	3	4	3	3	9	2
15	51	2	2015-08-13T14:12:00Z	3	4	4	2	2	2	2	2	3	2	1	3	3	3	4	4	9	3
15	52	0	2015-08-13T16:05:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	4
15	53	2	2015-08-13T18:13:00Z	3	2	3	5	4	3	2	4	0	5	6	5	4	5	4	4	9	5
15	54	2	2015-08-13T19:02:00Z	5	5	4	1	2	2	4	6	3	1	2	2	2	1	4	5	9	6
16	1	2	2015-07-30T10:14:01Z	5	5	4	1	0	1	4	3	2	1	2	1	1	3	1	1	1	1
16	2	2	2015-07-30T11:12:01Z	5	5	2	0	0	3	5	4	4	0	2	1	0	0	0	0	1	2
16	3	2	2015-07-30T13:35:00Z	3	4	2	2	6	4	3	1	1	2	1	1	0	1	0	3	1	3
16	4	2	2015-07-30T16:00:01Z	5	4	2	0	5	1	1	1	2	2	2	1	1	5	1	2	1	4
16	5	2	2015-07-30T17:08:01Z	4	4	4	1	4	1	1	3	1	2	2	1	1	3	0	2	1	5
16	6	2	2015-07-30T19:31:01Z	4	4	4	1	1	5	4	3	1	0	1	2	1	1	4	2	1	6
16	7	2	2015-07-31T09:04:01Z	4	2	2	1	0	1	3	2	4	1	1	2	1	1	0	1	2	1
16	8	2	2015-07-31T11:49:01Z	3	4	4	1	4	2	4	2	2	1	1	1	0	3	1	3	2	2
16	9	2	2015-07-31T13:20:00Z	3	4	5	0	4	3	1	1	1	1	1	1	0	2	1	3	2	3
16	10	2	2015-07-31T15:33:01Z	4	4	4	0	4	4	4	3	2	2	4	1	1	1	1	1	2	4
16	11	2	2015-07-31T17:03:00Z	4	3	4	1	4	4	4	3	1	2	3	3	3	3	2	4	2	5
16	12	1	2015-07-31T19:58:01Z	4	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	6
16	13	2	2015-08-01T09:03:00Z	5	4	1	1	1	1	1	1	4	1	2	3	1	1	1	1	3	1
16	14	2	2015-08-01T11:43:00Z	4	5	1	1	3	1	1	1	3	1	1	1	0	2	3	1	3	2
16	15	2	2015-08-01T13:26:01Z	3	4	2	2	3	2	1	1	1	2	2	2	1	2	1	2	3	3
16	16	2	2015-08-01T15:21:01Z	3	4	4	2	4	4	1	1	1	1	3	3	1	1	1	3	3	4
16	17	2	2015-08-01T17:11:00Z	3	3	3	2	4	3	1	1	1	2	3	2	1	2	0	3	3	5
16	18	2	2015-08-01T19:00:00Z	3	3	4	2	4	4	1	2	2	1	2	1	1	2	3	3	3	6
16	19	2	2015-08-02T09:29:01Z	2	5	1	1	2	1	1	1	1	2	1	2	1	0	2	1	4	1
16	20	2	2015-08-02T11:23:01Z	3	4	3	1	2	1	2	1	1	2	1	1	1	2	3	1	4	2
16	21	2	2015-08-02T13:39:00Z	3	3	3	2	2	2	2	1	1	2	3	3	2	2	1	3	4	3
16	22	2	2015-08-02T15:47:00Z	4	4	3	1	1	1	3	3	5	1	0	1	1	2	1	2	4	4
16	23	2	2015-08-02T17:40:00Z	3	3	3	1	2	3	2	2	2	2	2	2	2	2	1	3	4	5
16	24	2	2015-08-02T19:22:01Z	3	4	4	1	2	3	3	3	3	1	1	0	1	3	2	3	4	6
16	25	2	2015-08-03T09:37:00Z	2	3	2	1	2	1	1	1	1	3	4	3	1	3	2	3	5	1
16	26	2	2015-08-03T11:59:00Z	2	4	4	1	4	3	1	1	1	2	3	3	1	3	0	3	5	2
16	27	2	2015-08-03T13:22:00Z	4	4	3	1	5	3	1	1	1	4	4	4	1	3	1	3	5	3
16	28	2	2015-08-03T16:08:00Z	4	3	5	4	2	4	1	1	1	3	4	5	3	3	2	2	5	4
16	29	2	2015-08-03T17:37:00Z	4	4	3	2	2	2	1	1	1	2	3	3	3	3	1	1	5	5
16	30	2	2015-08-03T19:42:00Z	3	4	2	1	2	2	1	1	1	2	1	1	1	2	1	2	5	6
16	31	2	2015-08-04T09:28:00Z	3	3	3	1	3	3	2	2	2	3	2	3	2	3	1	2	6	1
16	32	2	2015-08-04T11:23:00Z	4	4	3	0	4	2	1	1	2	2	2	2	1	2	1	2	6	2
16	33	2	2015-08-04T13:14:00Z	4	4	3	1	3	3	2	1	1	1	2	2	1	2	0	2	6	3
16	34	2	2015-08-04T15:13:00Z	4	4	3	2	2	4	2	2	2	2	3	4	1	4	1	3	6	4
16	35	2	2015-08-04T17:27:00Z	4	4	4	3	1	5	3	2	2	1	2	2	1	1	1	1	6	5
16	36	2	2015-08-04T19:16:01Z	5	4	4	3	1	4	3	4	3	2	2	1	1	0	0	1	6	6
16	37	0	2015-08-05T09:25:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	1
16	38	2	2015-08-05T11:40:01Z	4	3	3	1	2	1	1	1	1	2	3	4	1	2	2	2	7	2
16	39	2	2015-08-05T13:05:00Z	5	3	3	1	3	3	1	1	0	2	3	5	1	1	1	2	7	3
16	40	2	2015-08-05T15:47:01Z	4	4	2	5	4	6	0	0	0	5	5	6	4	4	1	3	7	4
16	41	2	2015-08-05T17:09:00Z	3	3	4	3	2	4	3	2	2	2	2	2	3	3	4	3	7	5
16	42	1	2015-08-05T20:02:00Z	4	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	6
16	43	2	2015-08-06T09:59:01Z	3	4	2	2	3	3	1	1	1	1	1	2	1	1	0	2	8	1
16	44	2	2015-08-06T11:14:00Z	3	2	3	2	4	2	2	1	2	1	2	2	3	3	1	2	8	2
16	45	2	2015-08-06T13:47:00Z	3	4	2	1	2	2	3	1	1	1	1	2	1	2	0	2	8	3
16	46	2	2015-08-06T15:17:00Z	4	3	2	2	2	3	1	1	1	3	3	3	3	1	1	1	8	4
16	47	0	2015-08-06T17:59:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	5
16	48	0	2015-08-06T19:35:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	6
16	49	2	2015-08-07T10:13:00Z	3	4	2	3	3	3	1	2	2	1	1	2	1	2	1	3	9	1
16	50	2	2015-08-07T11:16:00Z	4	4	3	2	3	2	2	2	1	1	1	1	1	2	0	3	9	2
16	51	2	2015-08-07T14:01:00Z	4	4	2	1	3	1	2	3	3	1	1	1	1	1	0	2	9	3
16	52	2	2015-08-07T15:45:00Z	5	5	4	1	1	1	4	4	3	1	1	2	1	3	3	2	9	4
16	53	2	2015-08-07T17:32:00Z	4	4	4	2	2	2	3	2	3	2	2	2	2	2	0	3	9	5
16	54	2	2015-08-07T19:58:00Z	4	4	2	2	3	2	2	3	2	1	1	1	2	2	1	1	9	6
17	1	2	2015-07-30T10:46:04Z	4	4	4	1	1	4	3	3	4	0	2	3	1	1	2	3	1	1
17	2	2	2015-07-30T12:22:01Z	2	4	2	1	1	0	3	3	1	0	4	2	3	5	2	3	1	2
17	3	2	2015-07-30T15:10:00Z	5	5	4	4	2	4	2	3	1	1	5	4	4	4	1	1	1	3
17	4	2	2015-07-30T16:38:00Z	5	5	5	4	4	4	5	4	1	1	2	4	2	3	1	0	1	4
17	5	2	2015-07-30T19:14:00Z	5	5	5	2	1	3	3	3	1	1	4	4	3	2	1	0	1	5
17	6	2	2015-07-30T20:50:01Z	6	5	6	4	4	4	3	3	1	0	4	4	1	4	2	2	1	6
17	7	2	2015-07-31T10:09:00Z	2	3	1	2	3	4	2	2	4	1	2	2	3	2	1	2	2	1
17	8	0	2015-07-31T13:11:01Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	2
17	9	2	2015-07-31T15:13:01Z	2	5	5	5	4	3	2	1	1	3	4	4	3	2	2	1	2	3
17	10	2	2015-07-31T17:08:01Z	5	5	5	2	1	2	4	4	4	1	3	3	1	1	2	1	2	4
17	11	2	2015-07-31T18:57:00Z	4	5	3	2	2	1	5	4	4	0	1	1	1	1	3	1	2	5
17	12	0	2015-07-31T20:11:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	6
17	13	2	2015-08-01T11:10:01Z	3	2	3	4	4	3	4	5	6	0	1	0	4	0	4	0	3	1
17	14	2	2015-08-01T12:42:00Z	5	5	5	1	2	2	5	5	6	0	0	0	4	2	4	1	3	2
17	15	2	2015-08-01T14:47:00Z	4	4	5	1	2	2	5	5	6	0	0	0	3	3	4	0	3	3
17	16	2	2015-08-01T16:20:00Z	3	3	3	4	3	5	3	3	1	0	3	4	1	3	0	1	3	4
17	17	2	2015-08-01T18:43:01Z	1	1	1	3	4	4	2	2	2	1	2	1	4	3	3	4	3	5
17	18	2	2015-08-01T20:57:01Z	1	1	1	2	2	3	3	2	2	3	4	1	3	2	2	3	3	6
17	19	2	2015-08-02T10:31:01Z	2	3	1	2	3	3	1	3	5	1	3	0	3	1	4	2	4	1
17	20	2	2015-08-02T12:53:00Z	2	2	3	0	4	1	3	3	6	1	2	0	3	3	4	1	4	2
17	21	2	2015-08-02T14:49:01Z	1	1	1	2	3	5	2	2	5	0	3	0	2	4	2	2	4	3
17	22	2	2015-08-02T16:01:00Z	2	2	1	4	4	5	3	2	4	2	4	0	3	5	4	5	4	4
17	23	2	2015-08-02T18:32:00Z	1	0	1	4	2	6	3	1	5	3	4	0	2	3	3	2	4	5
17	24	2	2015-08-02T21:14:00Z	1	2	1	5	3	4	3	4	3	1	2	2	2	3	2	2	4	6
17	25	2	2015-08-03T10:16:00Z	3	3	1	4	5	6	1	1	5	0	2	1	2	1	2	2	5	1
17	26	2	2015-08-03T12:04:01Z	2	1	1	2	4	5	2	2	5	1	4	0	2	3	2	4	5	2
17	27	2	2015-08-03T14:55:00Z	1	3	2	4	4	5	2	1	1	1	4	3	1	3	0	1	5	3
17	28	2	2015-08-03T16:45:00Z	3	4	3	2	5	4	2	1	2	0	2	1	0	4	1	2	5	4
17	29	2	2015-08-03T18:18:01Z	1	3	0	4	4	5	1	1	2	0	3	0	2	4	1	4	5	5
17	30	2	2015-08-03T20:47:00Z	1	1	1	2	3	4	2	2	3	0	1	1	1	2	1	4	5	6
17	31	0	2015-08-04T10:38:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	1
17	32	2	2015-08-04T13:09:00Z	4	3	5	2	3	4	2	3	2	3	2	0	5	3	4	1	6	2
17	33	2	2015-08-04T14:07:05Z	2	2	2	1	1	5	2	2	1	0	3	3	1	3	1	2	6	3
17	34	2	2015-08-04T17:07:00Z	1	4	4	3	5	4	3	2	2	1	1	0	1	3	0	2	6	4
17	35	2	2015-08-04T18:15:00Z	5	5	4	4	5	5	2	1	3	3	4	1	3	4	2	0	6	5
17	36	2	2015-08-04T20:02:00Z	2	2	2	4	4	6	3	4	5	1	2	0	4	4	4	2	6	6
17	37	2	2015-08-05T10:34:00Z	2	2	3	4	3	4	1	2	5	1	1	1	3	2	4	1	7	1
17	38	2	2015-08-05T12:53:00Z	1	1	1	4	3	4	3	3	5	2	4	0	4	4	4	4	7	2
17	39	2	2015-08-05T14:27:00Z	5	5	5	5	4	3	1	2	4	4	4	1	2	3	3	1	7	3
17	40	2	2015-08-05T16:53:00Z	3	3	3	2	2	3	3	4	1	2	3	0	2	3	3	3	7	4
17	41	2	2015-08-05T18:47:00Z	4	4	5	2	2	2	1	3	1	0	2	2	2	2	1	1	7	5
17	42	2	2015-08-05T20:12:00Z	3	2	3	1	2	2	2	4	2	0	2	0	1	2	3	2	7	6
17	43	2	2015-08-06T10:26:00Z	2	2	1	2	2	2	4	4	4	0	1	0	1	4	3	3	8	1
17	44	2	2015-08-06T12:45:00Z	1	1	1	1	2	2	2	1	4	0	2	0	1	2	3	4	8	2
17	45	2	2015-08-06T14:54:00Z	5	5	5	4	2	2	3	3	2	2	1	1	1	3	1	4	8	3
17	46	2	2015-08-06T16:40:00Z	1	4	2	2	1	2	5	4	2	0	1	0	1	3	0	0	8	4
17	47	2	2015-08-06T19:03:00Z	3	5	4	1	1	2	5	4	6	0	1	0	1	1	1	2	8	5
17	48	2	2015-08-06T20:42:00Z	2	4	4	2	2	2	5	4	6	0	0	0	1	1	1	1	8	6
17	49	2	2015-08-07T10:55:00Z	4	4	4	4	4	3	3	4	6	0	1	0	3	2	3	2	9	1
17	50	2	2015-08-07T13:08:00Z	3	1	1	2	2	4	2	2	3	1	2	0	2	3	3	3	9	2
17	51	2	2015-08-07T15:12:00Z	1	2	1	4	4	4	2	2	3	1	1	0	1	1	2	2	9	3
17	52	2	2015-08-07T16:17:01Z	2	2	2	4	2	3	2	2	2	1	1	0	1	2	1	1	9	4
17	53	2	2015-08-07T19:13:00Z	1	1	1	2	2	3	2	3	3	0	4	0	1	1	1	3	9	5
17	54	2	2015-08-07T20:13:00Z	5	5	4	2	2	2	5	5	6	0	1	0	3	4	1	1	9	6
18	1	2	2015-07-23T10:35:01Z	5	6	5	0	0	0	5	6	5	0	1	0	1	1	3	2	1	1
18	2	2	2015-07-23T12:42:01Z	4	4	3	2	1	1	4	4	3	0	1	0	3	2	4	3	1	2
18	3	2	2015-07-23T14:48:00Z	5	5	5	1	1	0	3	4	4	1	0	1	2	2	4	3	1	3
18	4	2	2015-07-23T16:08:01Z	2	4	3	3	1	4	4	4	4	2	2	0	3	4	3	3	1	4
18	5	2	2015-07-23T18:16:01Z	2	4	3	2	1	1	2	3	3	4	4	0	4	4	3	2	1	5
18	6	2	2015-07-23T20:46:00Z	1	4	3	2	1	1	1	1	1	5	5	0	4	5	3	1	1	6
18	7	2	2015-07-24T10:53:01Z	5	4	4	0	1	2	3	3	3	3	2	1	2	2	3	3	2	1
18	8	2	2015-07-24T12:46:00Z	3	3	3	1	1	3	3	3	2	1	2	3	2	3	2	2	2	2
18	9	2	2015-07-24T14:47:00Z	3	3	3	1	1	0	3	3	4	2	1	2	1	1	2	2	2	3
18	10	2	2015-07-24T16:04:00Z	2	4	4	0	2	1	3	3	4	2	2	3	1	2	2	2	2	4
18	11	2	2015-07-24T18:09:01Z	5	4	4	2	1	0	2	2	2	2	3	3	2	1	3	3	2	5
18	12	2	2015-07-24T20:40:01Z	3	3	4	0	0	0	4	4	3	1	2	2	1	2	3	2	2	6
18	19	2	2015-07-26T10:21:06Z	3	3	3	2	1	2	2	2	3	3	2	2	1	1	3	2	3	1
18	13	0	2015-07-26T10:26:06Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2
18	14	0	2015-07-26T10:26:06Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3
18	15	0	2015-07-26T10:26:06Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	4
18	16	0	2015-07-26T10:26:07Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	5
18	17	0	2015-07-26T10:26:07Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	6
18	18	0	2015-07-26T10:26:07Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	1
18	20	2	2015-07-26T12:54:00Z	3	4	3	2	1	1	2	3	3	2	1	3	1	1	1	2	4	2
18	21	2	2015-07-26T14:09:01Z	4	4	5	1	1	1	4	3	2	0	2	3	1	3	3	2	4	3
18	22	0	2015-07-26T16:37:01Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	4
18	23	2	2015-07-26T18:16:00Z	5	5	5	3	2	2	3	3	1	2	1	4	1	1	3	2	4	5
18	24	2	2015-07-26T20:34:00Z	4	4	4	0	0	0	3	3	4	2	2	1	1	0	3	3	4	6
18	25	2	2015-07-27T11:06:01Z	3	4	3	0	0	0	2	3	3	1	1	0	0	0	3	3	5	1
18	26	2	2015-07-27T12:38:00Z	3	2	3	0	1	0	2	3	3	1	1	2	2	1	3	2	5	2
18	27	2	2015-07-27T14:51:00Z	3	4	3	1	1	1	2	3	2	1	1	3	2	2	2	2	5	3
18	28	0	2015-07-27T16:22:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	4
18	29	2	2015-07-27T18:57:01Z	5	4	5	1	1	0	4	4	5	1	2	0	1	1	1	2	5	5
18	30	2	2015-07-27T20:30:00Z	5	5	5	1	1	0	3	4	4	1	2	1	1	1	1	2	5	6
18	31	2	2015-07-28T10:52:00Z	4	4	4	1	1	1	3	4	4	1	1	1	1	1	3	4	6	1
18	32	2	2015-07-28T12:52:01Z	3	3	3	2	2	3	2	4	4	1	2	1	1	1	2	2	6	2
18	33	2	2015-07-28T14:41:00Z	4	5	4	1	1	1	4	4	3	1	1	3	1	1	4	4	6	3
18	34	2	2015-07-28T17:12:00Z	4	4	3	1	1	2	4	4	3	1	1	2	2	1	3	2	6	4
18	35	2	2015-07-28T18:30:01Z	4	2	3	2	1	1	3	3	2	2	2	3	2	1	2	2	6	5
18	36	2	2015-07-28T20:49:00Z	3	4	4	2	2	2	3	4	4	1	1	2	2	1	3	2	6	6
18	37	2	2015-07-29T10:15:00Z	3	3	3	1	2	1	2	3	3	3	2	1	1	1	2	2	7	1
18	38	2	2015-07-29T12:53:00Z	4	4	4	1	2	1	3	4	4	1	1	2	1	1	2	2	7	2
18	39	2	2015-07-29T14:11:00Z	5	4	4	1	1	1	3	4	3	1	1	2	1	1	2	3	7	3
18	40	2	2015-07-29T16:49:00Z	5	5	4	1	0	1	2	3	4	1	1	1	1	1	2	2	7	4
18	41	2	2015-07-29T18:00:00Z	4	4	4	1	1	1	2	3	3	2	2	1	3	3	2	3	7	5
18	42	2	2015-07-29T20:26:00Z	5	4	5	1	1	1	2	3	2	2	1	2	1	1	1	3	7	6
18	43	2	2015-07-30T11:06:00Z	3	3	3	2	1	1	3	3	3	1	2	1	1	1	3	3	8	1
18	44	2	2015-07-30T12:11:00Z	4	4	4	1	1	0	2	3	3	0	1	1	1	1	2	2	8	2
18	45	2	2015-07-30T14:41:00Z	4	5	4	1	2	2	3	3	4	1	1	2	1	1	2	3	8	3
18	46	2	2015-07-30T17:12:00Z	4	4	4	1	1	0	3	4	4	1	0	1	3	3	3	3	8	4
18	47	2	2015-07-30T18:08:00Z	3	3	3	1	1	1	2	4	3	1	1	2	1	1	1	3	8	5
18	48	2	2015-07-30T20:18:00Z	4	5	4	1	1	0	3	3	4	1	1	2	1	1	1	3	8	6
18	49	2	2015-07-31T11:00:00Z	4	4	4	1	1	1	4	3	3	1	1	1	1	1	2	3	9	1
18	50	2	2015-07-31T12:57:00Z	4	4	4	1	1	0	3	3	3	1	2	1	1	3	1	3	9	2
18	51	2	2015-07-31T14:03:00Z	5	5	5	0	1	0	3	4	3	0	1	0	0	3	1	3	9	3
18	52	2	2015-07-31T16:34:00Z	2	3	3	1	1	2	3	3	3	2	1	2	1	3	2	2	9	4
18	53	2	2015-07-31T19:08:00Z	5	6	5	2	1	0	4	4	3	1	1	2	1	0	2	3	9	5
18	54	2	2015-07-31T20:55:00Z	5	6	5	1	1	2	3	4	5	1	1	3	0	3	3	4	9	6
19	1	2	2015-07-17T09:57:01Z	3	4	2	5	4	4	2	3	4	2	4	4	2	1	2	2	1	1
19	2	2	2015-07-17T11:52:00Z	5	5	5	5	3	5	3	2	3	4	5	5	2	2	2	3	1	2
19	3	2	2015-07-17T13:18:00Z	3	3	1	5	6	6	2	1	0	5	6	1	4	5	1	1	1	3
19	4	2	2015-07-17T15:13:01Z	2	3	2	4	4	5	3	5	3	5	5	5	2	3	1	2	1	4
19	5	0	2015-07-17T17:06:01Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	5
19	6	2	2015-07-17T19:53:00Z	0	0	0	0	0	0	1	1	2	2	2	1	0	0	0	0	1	6
19	7	2	2015-07-18T09:08:01Z	1	1	2	0	1	3	2	2	3	4	4	2	1	2	1	1	2	1
19	8	2	2015-07-18T11:43:01Z	3	2	4	1	3	6	5	2	3	3	3	3	2	2	2	2	2	2
19	9	2	2015-07-18T13:20:01Z	4	5	4	0	1	4	4	4	3	3	3	3	0	1	5	4	2	3
19	10	2	2015-07-18T15:19:00Z	4	4	4	0	2	4	4	3	3	3	3	2	1	1	1	1	2	4
19	11	2	2015-07-18T17:37:00Z	3	4	3	4	4	5	3	3	2	3	3	3	1	3	3	2	2	5
19	12	2	2015-07-18T19:10:01Z	4	3	2	4	4	4	4	2	3	2	4	3	3	2	4	2	2	6
19	19	2	2015-07-20T09:50:05Z	3	5	3	0	4	6	2	2	4	3	3	2	1	1	0	1	3	1
19	13	0	2015-07-20T09:54:07Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	2
19	14	0	2015-07-20T09:54:07Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	3
19	15	0	2015-07-20T09:54:07Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	4
19	16	0	2015-07-20T09:54:07Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	5
19	17	0	2015-07-20T09:54:08Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	6
19	18	0	2015-07-20T09:54:08Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	1
19	20	2	2015-07-20T11:52:00Z	1	4	2	2	4	6	2	2	4	3	3	3	1	1	1	1	4	2
19	21	1	2015-07-20T13:22:00Z	3	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	3
19	22	2	2015-07-20T16:08:01Z	4	4	4	3	4	5	4	2	2	3	3	3	1	2	2	2	4	4
19	23	2	2015-07-20T18:06:00Z	3	4	4	3	4	4	3	3	3	4	2	3	1	1	1	1	4	5
19	24	2	2015-07-20T19:31:00Z	1	2	3	1	1	1	3	3	2	2	3	3	1	1	1	1	4	6
19	25	2	2015-07-21T10:06:05Z	4	3	4	0	1	4	4	2	3	3	2	3	0	0	0	0	5	1
19	26	2	2015-07-21T11:05:00Z	0	4	5	0	1	4	4	2	2	1	2	2	0	0	0	0	5	2
19	27	2	2015-07-21T13:26:00Z	4	4	4	1	2	5	3	2	2	3	2	3	0	1	1	1	5	3
19	28	1	2015-07-21T15:02:00Z	1	2	1	5	1	1	1	4	3	3	3	1	NA	NA	NA	NA	5	4
19	29	2	2015-07-21T17:34:00Z	1	2	2	4	3	4	3	2	3	4	4	5	3	1	1	1	5	5
19	30	2	2015-07-21T19:21:00Z	5	3	5	0	3	4	4	3	3	3	2	3	0	1	1	1	5	6
19	31	2	2015-07-22T09:38:00Z	1	4	4	0	2	5	3	2	3	4	3	3	1	1	1	2	6	1
19	32	2	2015-07-22T11:29:00Z	3	3	4	4	1	2	3	2	3	4	3	3	1	1	1	1	6	2
19	33	2	2015-07-22T14:04:00Z	2	2	3	5	4	5	3	2	2	4	3	3	4	4	2	1	6	3
19	34	2	2015-07-22T15:02:00Z	5	2	5	1	2	3	3	3	2	4	3	3	1	1	1	1	6	4
19	35	2	2015-07-22T17:19:00Z	4	4	4	1	4	4	5	5	4	3	4	4	1	2	2	2	6	5
19	36	2	2015-07-22T20:12:00Z	4	4	3	1	2	3	4	4	3	2	3	3	1	1	2	2	6	6
19	37	2	2015-07-23T09:30:01Z	2	4	4	1	2	4	5	3	3	3	3	3	1	1	1	1	7	1
19	38	1	2015-07-23T11:35:01Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	2
19	39	2	2015-07-23T13:38:00Z	4	4	3	4	3	3	5	4	4	5	4	4	4	4	4	4	7	3
19	40	0	2015-07-23T15:54:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	4
19	41	2	2015-07-23T17:08:00Z	5	1	4	1	4	5	4	2	2	3	2	4	3	1	2	1	7	5
19	42	2	2015-07-23T19:28:00Z	4	5	4	4	4	5	3	3	4	4	4	3	2	1	2	1	7	6
19	43	0	2015-07-24T09:41:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	1
19	44	0	2015-07-24T11:59:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	2
19	45	0	2015-07-24T13:32:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	3
19	46	0	2015-07-24T15:55:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	4
19	47	0	2015-07-24T18:03:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	5
19	48	0	2015-07-24T20:05:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	6
19	49	2	2015-07-25T09:53:00Z	2	4	4	2	5	2	3	3	4	3	4	4	1	2	1	1	9	1
19	50	2	2015-07-25T11:34:00Z	4	5	5	1	4	4	3	3	3	3	3	3	1	1	1	1	9	2
19	51	2	2015-07-25T14:01:00Z	4	4	4	4	3	3	3	3	4	3	3	3	3	3	3	3	9	3
19	52	0	2015-07-25T15:07:01Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	4
19	53	0	2015-07-25T17:31:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	5
19	54	0	2015-07-25T19:46:00Z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	6
20	1	2	2015-07-17T11:02:01Z	4	4	4	3	5	4	3	4	4	1	2	2	2	2	4	4	1	1
20	2	2	2015-07-17T12:20:00Z	5	5	4	1	4	5	3	3	4	1	3	1	2	2	3	4	1	2
20	3	2	2015-07-17T15:03:00Z	4	5	4	1	2	2	4	4	4	1	3	2	2	2	3	4	1	3
20	4	2	2015-07-17T17:05:01Z	5	4	5	1	2	2	4	4	4	2	3	2	2	1	3	2	1	4
20	5	2	2015-07-17T18:48:00Z	4	5	5	3	2	5	4	3	4	2	1	4	3	4	3	3	1	5
20	6	2	2015-07-17T20:30:01Z	4	4	5	1	2	3	4	4	5	2	2	1	2	2	3	2	1	6
20	7	2	2015-07-18T11:03:01Z	3	3	4	4	5	5	3	3	2	1	4	5	4	5	3	3	2	1
20	8	2	2015-07-18T12:20:01Z	5	5	5	2	1	1	4	4	4	1	2	2	2	1	3	3	2	2
20	9	2	2015-07-18T15:00:05Z	3	4	4	4	5	5	4	3	4	1	4	2	2	1	2	2	2	3
