id	angry	depressed	sad	anxious	relaxed	happy	day	beep
47	19	12	8	14	73	12	NA	NA
47	6	9	5	10	66	76	NA	NA
47	NA	NA	NA	NA	NA	NA	NA	NA
47	3	8	11	10	82	78	NA	NA
47	5	6	2	1	90	81	NA	NA
47	5	18	1	20	95	82	NA	NA
47	40	50	60	5	42	18	NA	NA
47	7	7	7	5	92	83	NA	NA
47	1	7	3	5	75	36	NA	NA
47	6	6	6	5	85	47	NA	NA
47	14	5	43	24	62	23	NA	NA
47	4	8	6	40	29	37	NA	NA
47	5	16	6	3	88	31	NA	NA
47	78	6	3	55	60	6	NA	NA
47	5	17	14	14	91	77	NA	NA
47	10	18	12	34	42	45	NA	NA
47	NA	NA	NA	NA	NA	NA	NA	NA
47	NA	NA	NA	NA	NA	NA	NA	NA
48	1	5	54	5	80	22	NA	NA
48	3	2	3	4	79	60	NA	NA
48	5	4	1	4	54	68	NA	NA
48	4	3	1	14	81	54	NA	NA
48	2	2	1	27	82	53	NA	NA
48	3	4	1	3	74	47	NA	NA
48	5	5	1	5	80	54	NA	NA
48	1	8	60	22	47	15	NA	NA
48	1	1	1	8	80	34	NA	NA
48	1	1	1	1	54	41	NA	NA
48	1	1	1	1	22	49	NA	NA
48	NA	NA	NA	NA	NA	NA	NA	NA
48	1	1	1	34	42	41	NA	NA
48	1	1	1	1	60	52	NA	NA
48	1	1	1	1	55	52	NA	NA
48	1	1	1	1	88	53	NA	NA
48	1	1	1	21	47	54	NA	NA
48	1	1	1	15	22	49	NA	NA
48	1	1	1	1	1	41	NA	NA
48	1	1	1	15	80	54	NA	NA
48	1	1	1	1	68	52	NA	NA
48	1	1	1	1	100	48	NA	NA
48	1	1	1	1	80	47	NA	NA
48	1	1	1	1	60	54	NA	NA
48	1	1	1	1	41	54	NA	NA
48	1	1	1	1	59	57	NA	NA
48	1	1	1	1	67	54	NA	NA
48	1	1	1	1	47	54	NA	NA
48	1	1	1	1	47	52	NA	NA
48	2	1	1	1	60	50	NA	NA
48	1	1	1	15	54	54	NA	NA
48	1	1	21	1	54	27	NA	NA
48	21	1	1	1	41	27	NA	NA
48	1	1	1	1	42	51	NA	NA
48	1	1	1	14	60	51	NA	NA
48	29	1	1	1	60	41	NA	NA
48	1	1	1	1	67	52	NA	NA
48	NA	NA	NA	NA	NA	NA	NA	NA
48	NA	NA	NA	NA	NA	NA	NA	NA
48	NA	NA	NA	NA	NA	NA	NA	NA
48	1	1	1	1	54	46	NA	NA
48	35	1	47	1	54	28	NA	NA
48	1	1	1	1	61	51	NA	NA
48	1	1	1	1	41	50	NA	NA
48	1	1	1	1	54	54	NA	NA
48	1	1	1	1	60	54	NA	NA
48	1	1	1	21	47	50	NA	NA
48	1	1	1	1	60	52	NA	NA
48	1	1	1	1	40	51	NA	NA
48	1	1	1	1	61	51	NA	NA
48	1	1	1	1	67	51	NA	NA
48	1	1	1	1	54	53	NA	NA
48	1	1	1	1	67	51	NA	NA
48	1	1	1	1	41	52	NA	NA
48	1	1	1	1	21	41	NA	NA
48	1	1	1	1	60	54	NA	NA
48	1	1	1	1	78	53	NA	NA
48	1	1	1	1	60	54	NA	NA
48	1	1	1	1	67	59	NA	NA
48	1	1	1	1	41	51	NA	NA
48	41	1	1	1	41	50	NA	NA
48	22	1	1	1	21	52	NA	NA
48	1	1	1	21	60	54	NA	NA
48	1	1	1	1	60	48	NA	NA
48	1	1	1	21	21	48	NA	NA
48	1	1	1	1	41	50	NA	NA
52	NA	NA	NA	NA	NA	NA	NA	NA
52	5	8	5	4	76	83	NA	NA
52	10	7	11	9	77	75	NA	NA
52	14	9	11	3	75	81	NA	NA
52	5	8	6	5	40	75	NA	NA
52	3	9	8	11	22	71	NA	NA
52	8	2	7	3	41	69	NA	NA
52	41	12	16	7	47	51	NA	NA
52	28	15	10	11	63	62	NA	NA
52	43	23	19	33	64	59	NA	NA
52	12	5	13	11	65	71	NA	NA
52	8	10	10	7	69	71	NA	NA
52	16	6	12	4	66	64	NA	NA
52	9	6	12	11	71	69	NA	NA
52	10	12	6	4	77	66	NA	NA
52	16	7	17	14	71	62	NA	NA
52	38	26	16	12	66	68	NA	NA
52	10	7	12	20	54	60	NA	NA
52	52	43	40	48	36	47	NA	NA
52	47	30	36	26	42	58	NA	NA
52	17	17	16	17	75	69	NA	NA
52	NA	NA	NA	NA	NA	NA	NA	NA
52	NA	NA	NA	NA	NA	NA	NA	NA
52	22	13	15	17	59	55	NA	NA
52	6	8	7	6	74	70	NA	NA
52	8	12	10	11	67	73	NA	NA
52	12	13	13	12	78	89	NA	NA
52	12	8	8	6	67	64	NA	NA
52	2	7	5	2	61	60	NA	NA
52	7	5	11	6	64	63	NA	NA
52	8	12	12	10	69	65	NA	NA
52	14	12	12	17	63	60	NA	NA
52	13	10	10	9	61	60	NA	NA
52	NA	NA	NA	NA	NA	NA	NA	NA
52	30	25	16	9	58	54	NA	NA
52	20	9	12	21	43	68	NA	NA
52	18	10	16	12	38	75	NA	NA
52	16	2	13	14	71	67	NA	NA
52	23	22	14	11	64	59	NA	NA
52	21	36	23	14	70	63	NA	NA
52	NA	NA	NA	NA	NA	NA	NA	NA
52	24	20	34	14	63	64	NA	NA
52	NA	NA	NA	NA	NA	NA	NA	NA
52	NA	NA	NA	NA	NA	NA	NA	NA
52	23	15	25	11	61	64	NA	NA
52	NA	NA	NA	NA	NA	NA	NA	NA
52	18	17	34	19	70	70	NA	NA
52	20	21	19	23	73	68	NA	NA
52	62	48	33	33	59	47	NA	NA
52	27	29	28	16	62	68	NA	NA
52	20	21	22	18	70	66	NA	NA
52	16	17	19	19	73	65	NA	NA
52	NA	NA	NA	NA	NA	NA	NA	NA
52	22	14	19	14	47	78	NA	NA
52	29	12	9	8	53	75	NA	NA
52	20	19	22	12	73	63	NA	NA
52	19	17	18	15	67	78	NA	NA
52	17	18	17	16	78	71	NA	NA
52	9	13	3	19	75	70	NA	NA
52	NA	NA	NA	NA	NA	NA	NA	NA
52	16	14	14	11	73	75	NA	NA
52	12	15	7	10	69	75	NA	NA
52	8	4	12	10	68	74	NA	NA
52	16	13	12	16	70	74	NA	NA
52	12	7	9	9	67	73	NA	NA
52	11	14	13	15	73	72	NA	NA
52	12	14	12	12	69	70	NA	NA
52	13	10	7	10	80	69	NA	NA
57	14	24	16	13	75	75	NA	NA
57	12	18	12	5	47	77	NA	NA
57	19	11	22	12	28	59	NA	NA
57	10	19	18	19	44	63	NA	NA
57	32	18	19	22	30	26	NA	NA
57	26	53	25	31	38	40	NA	NA
57	8	10	1	7	92	82	NA	NA
57	21	29	19	20	39	41	NA	NA
57	20	14	13	23	25	15	NA	NA
57	15	26	30	41	55	22	NA	NA
57	26	24	16	19	33	44	NA	NA
57	18	14	24	13	67	70	NA	NA
57	7	9	9	15	70	43	NA	NA
57	23	31	35	29	47	24	NA	NA
57	17	16	23	3	54	25	NA	NA
57	10	20	26	15	50	54	NA	NA
57	5	2	12	23	59	56	NA	NA
57	8	18	10	4	52	9	NA	NA
57	16	10	9	4	26	18	NA	NA
57	1	13	3	5	35	26	NA	NA
57	12	8	6	4	31	19	NA	NA
57	7	16	14	6	45	50	NA	NA
57	2	9	1	13	49	39	NA	NA
57	7	21	10	16	19	33	NA	NA
57	16	11	3	1	20	37	NA	NA
57	49	15	15	7	8	26	NA	NA
57	11	13	32	3	31	15	NA	NA
57	18	32	13	3	6	9	NA	NA
57	NA	NA	NA	NA	NA	NA	NA	NA
57	16	5	12	3	29	21	NA	NA
57	5	5	21	29	68	65	NA	NA
57	12	5	9	8	42	61	NA	NA
57	10	17	12	1	44	42	NA	NA
57	2	18	12	1	25	26	NA	NA
57	14	10	11	12	27	26	NA	NA
57	4	21	34	34	42	30	NA	NA
57	3	3	3	2	27	56	NA	NA
57	5	13	19	5	18	31	NA	NA
57	8	3	18	7	30	33	NA	NA
57	NA	NA	NA	NA	NA	NA	NA	NA
57	8	11	26	4	49	52	NA	NA
57	11	1	2	14	23	59	NA	NA
57	5	5	1	35	27	40	NA	NA
57	12	7	12	43	26	37	NA	NA
57	16	9	14	62	23	33	NA	NA
57	33	56	52	27	12	25	NA	NA
57	28	42	57	34	9	21	NA	NA
57	41	42	38	39	39	40	NA	NA
57	33	28	31	28	26	25	NA	NA
57	9	33	22	44	27	35	NA	NA
57	19	21	22	8	40	36	NA	NA
57	34	26	21	16	45	28	NA	NA
57	15	31	21	10	22	27	NA	NA
57	4	19	13	3	36	40	NA	NA
57	14	24	15	2	30	41	NA	NA
57	30	21	24	13	17	35	NA	NA
57	13	13	20	14	19	27	NA	NA
57	31	18	12	17	19	25	NA	NA
57	61	44	16	47	12	19	NA	NA
57	16	23	23	21	11	18	NA	NA
57	26	46	17	17	3	34	NA	NA
57	15	19	37	30	13	24	NA	NA
57	NA	NA	NA	NA	NA	NA	NA	NA
57	34	40	28	33	33	21	NA	NA
57	31	32	38	26	16	19	NA	NA
57	26	31	17	26	11	23	NA	NA
57	12	6	6	1	82	80	NA	NA
74	30	17	14	7	53	54	NA	NA
74	11	10	14	9	48	52	NA	NA
74	11	14	9	7	64	47	NA	NA
74	9	11	9	9	66	59	NA	NA
74	NA	NA	NA	NA	NA	NA	NA	NA
74	NA	NA	NA	NA	NA	NA	NA	NA
74	9	10	10	9	83	60	NA	NA
74	9	9	7	9	94	54	NA	NA
74	8	8	9	8	69	50	NA	NA
74	8	7	9	8	80	68	NA	NA
74	8	9	6	8	81	61	NA	NA
74	9	9	7	5	80	64	NA	NA
74	8	12	13	7	79	50	NA	NA
74	9	8	8	7	49	43	NA	NA
74	6	8	7	6	46	47	NA	NA
74	50	63	73	1	60	15	NA	NA
74	3	6	9	9	86	82	NA	NA
74	3	5	7	5	96	78	NA	NA
74	NA	NA	NA	NA	NA	NA	NA	NA
74	NA	NA	NA	NA	NA	NA	NA	NA
74	6	7	25	5	73	44	NA	NA
74	10	9	9	7	78	55	NA	NA
74	7	6	7	7	82	54	NA	NA
74	7	7	5	8	52	47	NA	NA
74	8	10	9	7	54	43	NA	NA
74	NA	NA	NA	NA	NA	NA	NA	NA
74	10	6	8	22	26	47	NA	NA
74	9	29	7	20	20	19	NA	NA
74	NA	NA	NA	NA	NA	NA	NA	NA
74	8	9	8	7	50	50	NA	NA
74	NA	NA	NA	NA	NA	NA	NA	NA
74	9	8	7	9	59	49	NA	NA
74	5	8	6	3	70	71	NA	NA
74	24	6	10	8	79	60	NA	NA
74	NA	NA	NA	NA	NA	NA	NA	NA
74	5	1	10	7	94	91	NA	NA
74	7	4	6	5	72	68	NA	NA
74	9	7	9	8	87	61	NA	NA
74	5	10	9	4	81	60	NA	NA
74	7	7	4	6	78	65	NA	NA
74	59	5	2	10	25	36	NA	NA
74	NA	NA	NA	NA	NA	NA	NA	NA
74	6	12	5	8	63	49	NA	NA
74	NA	NA	NA	NA	NA	NA	NA	NA
74	5	6	4	16	97	88	NA	NA
74	7	7	12	7	93	68	NA	NA
74	6	6	8	7	38	54	NA	NA
74	NA	NA	NA	NA	NA	NA	NA	NA
74	NA	NA	NA	NA	NA	NA	NA	NA
74	8	9	6	8	50	55	NA	NA
74	7	4	9	7	55	50	NA	NA
74	2	6	10	5	2	30	NA	NA
74	6	9	12	6	51	51	NA	NA
74	NA	NA	NA	NA	NA	NA	NA	NA
74	NA	NA	NA	NA	NA	NA	NA	NA
74	NA	NA	NA	NA	NA	NA	NA	NA
74	NA	NA	NA	NA	NA	NA	NA	NA
74	6	9	9	9	50	45	NA	NA
74	6	2	8	10	51	46	NA	NA
74	NA	NA	NA	NA	NA	NA	NA	NA
74	6	5	5	5	8	52	NA	NA
74	3	6	6	7	36	5	NA	NA
74	4	8	5	4	47	42	NA	NA
74	NA	NA	NA	NA	NA	NA	NA	NA
74	9	6	6	6	64	61	NA	NA
74	NA	NA	NA	NA	NA	NA	NA	NA
74	6	9	5	5	54	47	NA	NA
82	4	11	8	7	64	78	NA	NA
82	7	12	9	7	81	68	NA	NA
82	10	10	9	10	93	95	NA	NA
82	11	11	11	11	93	82	NA	NA
82	NA	NA	NA	NA	NA	NA	NA	NA
82	NA	NA	NA	NA	NA	NA	NA	NA
82	NA	NA	NA	NA	NA	NA	NA	NA
82	NA	NA	NA	NA	NA	NA	NA	NA
82	24	8	3	10	28	80	NA	NA
82	NA	NA	NA	NA	NA	NA	NA	NA
82	NA	NA	NA	NA	NA	NA	NA	NA
82	6	6	8	6	61	88	NA	NA
82	12	11	11	7	83	89	NA	NA
82	7	6	7	10	89	59	NA	NA
82	7	7	9	12	87	71	NA	NA
82	7	8	5	6	68	58	NA	NA
82	5	7	28	38	92	54	NA	NA
82	NA	NA	NA	NA	NA	NA	NA	NA
82	NA	NA	NA	NA	NA	NA	NA	NA
82	NA	NA	NA	NA	NA	NA	NA	NA
82	NA	NA	NA	NA	NA	NA	NA	NA
82	6	6	5	12	47	76	NA	NA
82	5	6	7	5	71	79	NA	NA
82	NA	NA	NA	NA	NA	NA	NA	NA
82	NA	NA	NA	NA	NA	NA	NA	NA
82	NA	NA	NA	NA	NA	NA	NA	NA
82	NA	NA	NA	NA	NA	NA	NA	NA
82	NA	NA	NA	NA	NA	NA	NA	NA
82	NA	NA	NA	NA	NA	NA	NA	NA
82	NA	NA	NA	NA	NA	NA	NA	NA
82	NA	NA	NA	NA	NA	NA	NA	NA
82	NA	NA	NA	NA	NA	NA	NA	NA
82	1	1	1	1	80	89	NA	NA
82	7	6	6	1	94	68	NA	NA
82	NA	NA	NA	NA	NA	NA	NA	NA
82	9	5	7	8	85	63	NA	NA
82	4	6	6	9	12	73	NA	NA
82	5	5	6	7	89	82	NA	NA
82	5	11	8	9	54	82	NA	NA
82	9	1	5	4	66	100	NA	NA
82	6	7	7	10	85	72	NA	NA
82	9	5	8	8	53	86	NA	NA
82	7	9	7	5	87	78	NA	NA
82	5	2	5	7	82	68	NA	NA
82	9	5	8	3	83	89	NA	NA
82	NA	NA	NA	NA	NA	NA	NA	NA
82	8	3	9	7	75	74	NA	NA
82	6	11	5	6	78	83	NA	NA
82	4	5	6	8	57	82	NA	NA
82	6	5	6	8	75	87	NA	NA
82	8	5	11	6	70	86	NA	NA
82	10	10	8	5	85	89	NA	NA
82	9	8	5	6	25	94	NA	NA
82	5	10	5	7	13	95	NA	NA
82	NA	NA	NA	NA	NA	NA	NA	NA
82	11	2	7	9	17	83	NA	NA
82	NA	NA	NA	NA	NA	NA	NA	NA
82	5	6	6	5	67	87	NA	NA
82	6	3	8	8	59	75	NA	NA
82	1	8	6	8	65	62	NA	NA
82	5	4	6	9	60	59	NA	NA
82	NA	NA	NA	NA	NA	NA	NA	NA
82	7	7	5	6	64	72	NA	NA
82	5	5	3	3	48	83	NA	NA
82	5	5	6	5	67	70	NA	NA
82	7	7	8	9	58	76	NA	NA
82	4	6	6	5	59	65	NA	NA
84	7	4	11	1	61	57	NA	NA
84	7	10	9	21	45	39	NA	NA
84	NA	NA	NA	NA	NA	NA	NA	NA
84	6	5	11	4	60	42	NA	NA
84	6	5	6	5	49	47	NA	NA
84	1	1	3	1	73	60	NA	NA
84	5	1	4	1	83	61	NA	NA
84	1	2	1	1	40	42	NA	NA
84	5	3	1	5	62	68	NA	NA
84	1	3	3	23	19	35	NA	NA
84	25	1	5	6	73	57	NA	NA
84	5	1	2	1	77	75	NA	NA
84	3	3	3	5	73	76	NA	NA
84	5	1	1	7	78	68	NA	NA
84	3	6	1	1	71	70	NA	NA
84	5	3	3	1	78	64	NA	NA
84	6	1	1	5	38	34	NA	NA
84	1	4	1	6	77	76	NA	NA
84	4	1	1	4	66	75	NA	NA
84	17	1	24	11	40	26	NA	NA
84	1	1	10	4	65	54	NA	NA
84	NA	NA	NA	NA	NA	NA	NA	NA
84	1	1	4	7	56	49	NA	NA
84	1	1	4	6	59	61	NA	NA
84	NA	NA	NA	NA	NA	NA	NA	NA
84	3	1	1	3	80	80	NA	NA
84	1	3	2	1	68	73	NA	NA
84	1	3	28	1	57	34	NA	NA
84	3	4	4	2	47	65	NA	NA
84	4	1	1	3	70	73	NA	NA
84	1	4	5	1	49	68	NA	NA
84	4	1	1	1	74	75	NA	NA
84	19	5	1	1	34	45	NA	NA
84	5	1	1	1	70	51	NA	NA
84	1	2	1	3	59	49	NA	NA
84	3	1	3	1	70	57	NA	NA
84	1	1	1	1	61	80	NA	NA
84	1	2	1	2	49	50	NA	NA
84	1	2	1	1	67	83	NA	NA
84	1	1	1	1	57	73	NA	NA
84	1	1	1	2	62	53	NA	NA
84	1	4	1	1	60	76	NA	NA
84	1	1	1	1	56	72	NA	NA
84	1	1	1	1	79	74	NA	NA
84	1	1	1	1	61	80	NA	NA
84	1	1	10	1	79	49	NA	NA
84	1	1	1	3	47	59	NA	NA
84	1	1	1	1	74	80	NA	NA
84	1	1	15	1	65	33	NA	NA
84	1	1	11	1	65	30	NA	NA
84	1	1	1	1	61	58	NA	NA
84	1	1	1	1	55	74	NA	NA
84	1	1	1	1	45	71	NA	NA
84	1	1	8	1	46	50	NA	NA
84	1	1	1	1	68	63	NA	NA
84	1	1	1	1	60	76	NA	NA
84	1	1	1	1	69	71	NA	NA
84	1	2	1	1	66	71	NA	NA
84	9	1	1	1	59	65	NA	NA
84	1	2	1	1	72	73	NA	NA
84	11	1	16	1	34	51	NA	NA
84	1	1	1	1	51	72	NA	NA
84	1	1	1	1	74	81	NA	NA
84	1	1	1	1	66	65	NA	NA
84	1	1	1	1	66	65	NA	NA
90	NA	NA	NA	NA	NA	NA	NA	NA
90	4	6	1	1	100	78	NA	NA
90	72	35	93	68	33	56	NA	NA
90	9	1	4	4	94	58	NA	NA
90	6	6	1	1	88	78	NA	NA
90	3	6	5	1	92	70	NA	NA
90	1	7	1	1	100	31	NA	NA
90	1	21	12	1	42	36	NA	NA
90	1	1	1	7	75	59	NA	NA
90	5	1	1	1	77	58	NA	NA
90	22	22	1	1	77	39	NA	NA
90	1	47	60	8	86	26	NA	NA
90	1	47	25	1	65	13	NA	NA
90	8	1	19	1	74	55	NA	NA
90	1	5	1	1	63	40	NA	NA
90	5	4	8	1	92	66	NA	NA
90	9	1	1	1	66	88	NA	NA
90	NA	NA	NA	NA	NA	NA	NA	NA
90	12	7	6	7	73	83	NA	NA
90	3	5	9	3	68	70	NA	NA
90	25	1	23	6	76	74	NA	NA
90	63	5	14	6	33	53	NA	NA
90	NA	NA	NA	NA	NA	NA	NA	NA
90	NA	NA	NA	NA	NA	NA	NA	NA
90	8	7	9	45	81	75	NA	NA
90	19	6	1	1	75	86	NA	NA
90	5	1	13	1	100	75	NA	NA
90	9	8	10	10	68	49	NA	NA
90	13	7	11	9	66	77	NA	NA
90	NA	NA	NA	NA	NA	NA	NA	NA
90	13	7	5	11	74	62	NA	NA
90	5	1	2	5	88	59	NA	NA
90	1	1	7	8	69	62	NA	NA
90	NA	NA	NA	NA	NA	NA	NA	NA
90	11	5	30	29	40	31	NA	NA
90	5	10	5	10	100	50	NA	NA
90	4	7	5	4	61	42	NA	NA
90	6	3	15	4	57	38	NA	NA
90	14	6	9	2	85	81	NA	NA
90	1	1	1	1	100	75	NA	NA
90	4	2	3	3	100	70	NA	NA
90	NA	NA	NA	NA	NA	NA	NA	NA
90	7	8	9	10	68	72	NA	NA
90	1	2	7	5	72	54	NA	NA
90	1	4	1	3	82	63	NA	NA
90	5	5	1	5	74	61	NA	NA
90	4	6	4	6	41	42	NA	NA
90	2	9	17	5	32	29	NA	NA
90	2	4	6	5	76	61	NA	NA
90	6	9	3	6	58	68	NA	NA
90	6	10	1	24	63	33	NA	NA
90	1	11	12	5	44	54	NA	NA
90	4	4	1	5	58	19	NA	NA
90	2	2	3	4	74	74	NA	NA
90	1	4	5	27	61	35	NA	NA
90	NA	NA	NA	NA	NA	NA	NA	NA
90	3	1	1	6	86	47	NA	NA
90	8	7	33	7	98	69	NA	NA
90	NA	NA	NA	NA	NA	NA	NA	NA
90	1	6	1	2	79	90	NA	NA
90	5	4	1	22	64	69	NA	NA
90	2	2	6	3	63	57	NA	NA
90	1	9	7	5	46	40	NA	NA
90	11	6	12	11	67	63	NA	NA
90	1	2	1	1	97	80	NA	NA
90	NA	NA	NA	NA	NA	NA	NA	NA
90	5	5	4	6	100	39	NA	NA
90	7	3	1	4	97	50	NA	NA
90	1	1	1	4	91	76	NA	NA
105	9	16	14	14	75	58	NA	NA
105	9	31	22	14	68	65	NA	NA
105	12	14	26	18	61	74	NA	NA
105	9	22	23	8	42	54	NA	NA
105	25	12	13	32	30	39	NA	NA
105	35	26	11	9	15	21	NA	NA
105	NA	NA	NA	NA	NA	NA	NA	NA
105	7	14	15	6	93	60	NA	NA
105	6	7	18	7	87	72	NA	NA
105	21	8	8	17	46	59	NA	NA
105	25	7	22	12	42	39	NA	NA
105	17	26	41	6	17	33	NA	NA
105	8	29	15	8	47	32	NA	NA
105	4	19	21	9	70	28	NA	NA
105	10	19	40	9	47	59	NA	NA
105	7	26	25	9	54	60	NA	NA
105	6	17	27	7	64	48	NA	NA
105	9	14	14	22	58	57	NA	NA
105	9	20	9	14	73	60	NA	NA
105	9	18	19	25	54	45	NA	NA
105	24	33	44	9	63	60	NA	NA
105	17	24	33	9	52	12	NA	NA
105	9	23	26	7	62	33	NA	NA
105	12	17	26	8	55	38	NA	NA
105	3	17	15	12	69	32	NA	NA
105	6	14	11	6	65	48	NA	NA
105	7	15	20	5	75	33	NA	NA
105	15	24	42	7	49	28	NA	NA
105	24	16	39	8	47	18	NA	NA
105	9	30	48	5	42	24	NA	NA
105	56	24	18	8	41	19	NA	NA
105	26	23	31	2	40	42	NA	NA
105	7	19	47	8	53	15	NA	NA
105	26	24	61	8	59	10	NA	NA
105	8	14	22	6	54	29	NA	NA
105	10	10	18	5	64	35	NA	NA
105	10	11	25	6	45	59	NA	NA
105	6	7	13	3	33	25	NA	NA
105	7	9	22	5	42	38	NA	NA
105	23	6	7	7	28	26	NA	NA
105	7	6	7	6	27	62	NA	NA
105	8	6	13	3	33	29	NA	NA
105	13	10	26	3	42	65	NA	NA
105	5	6	11	5	62	68	NA	NA
105	8	9	9	5	66	71	NA	NA
105	8	7	9	5	64	70	NA	NA
105	6	8	10	5	72	68	NA	NA
105	1	1	1	1	27	100	NA	NA
105	1	8	9	1	68	64	NA	NA
105	3	1	9	1	58	62	NA	NA
105	12	2	13	1	45	60	NA	NA
105	7	3	15	2	24	46	NA	NA
105	10	8	16	3	71	54	NA	NA
105	6	9	17	3	46	41	NA	NA
105	8	6	24	7	47	41	NA	NA
105	21	9	28	9	14	47	NA	NA
105	NA	NA	NA	NA	NA	NA	NA	NA
105	10	16	26	12	47	47	NA	NA
105	9	11	13	29	36	69	NA	NA
105	NA	NA	NA	NA	NA	NA	NA	NA
105	36	22	9	12	22	22	NA	NA
105	12	14	21	8	36	52	NA	NA
105	43	6	19	10	41	59	NA	NA
105	10	12	16	7	50	40	NA	NA
105	14	15	19	8	42	35	NA	NA
105	30	21	27	21	33	47	NA	NA
105	8	7	8	16	40	63	NA	NA
107	1	80	80	38	66	27	NA	NA
107	6	89	87	54	38	11	NA	NA
107	3	86	34	76	68	28	NA	NA
107	1	86	71	25	64	43	NA	NA
107	4	100	100	75	11	1	NA	NA
107	19	90	71	34	36	74	NA	NA
107	1	90	68	35	75	59	NA	NA
107	16	93	99	74	18	15	NA	NA
107	1	95	97	100	1	1	NA	NA
107	2	99	82	100	3	18	NA	NA
107	2	100	82	73	3	1	NA	NA
107	NA	NA	NA	NA	NA	NA	NA	NA
107	NA	NA	NA	NA	NA	NA	NA	NA
107	NA	NA	NA	NA	NA	NA	NA	NA
107	15	100	76	36	24	25	NA	NA
107	NA	NA	NA	NA	NA	NA	NA	NA
107	1	100	61	93	24	29	NA	NA
107	2	78	31	76	1	43	NA	NA
107	5	60	33	44	46	65	NA	NA
107	89	33	13	31	1	20	NA	NA
107	6	61	29	37	67	25	NA	NA
107	99	57	1	1	1	2	NA	NA
107	1	76	40	68	57	37	NA	NA
107	1	71	18	68	13	45	NA	NA
107	1	80	63	64	30	30	NA	NA
107	1	98	61	6	26	33	NA	NA
107	84	93	71	31	12	21	NA	NA
107	1	97	26	80	11	57	NA	NA
107	1	82	27	75	16	33	NA	NA
107	1	80	2	77	9	60	NA	NA
107	10	100	21	64	18	71	NA	NA
107	1	21	1	20	73	23	NA	NA
107	1	76	29	33	27	47	NA	NA
107	10	80	30	68	74	23	NA	NA
107	NA	NA	NA	NA	NA	NA	NA	NA
107	1	100	100	100	1	1	NA	NA
107	1	97	95	79	1	1	NA	NA
107	2	95	95	82	15	19	NA	NA
107	NA	NA	NA	NA	NA	NA	NA	NA
107	1	95	61	83	12	29	NA	NA
107	NA	NA	NA	NA	NA	NA	NA	NA
107	1	81	24	16	3	68	NA	NA
107	32	100	69	27	25	58	NA	NA
107	1	100	91	77	1	6	NA	NA
107	NA	NA	NA	NA	NA	NA	NA	NA
107	NA	NA	NA	NA	NA	NA	NA	NA
107	NA	NA	NA	NA	NA	NA	NA	NA
107	1	100	80	90	1	13	NA	NA
107	1	95	56	64	57	34	NA	NA
107	1	100	18	23	15	16	NA	NA
107	1	100	75	89	1	1	NA	NA
107	NA	NA	NA	NA	NA	NA	NA	NA
107	1	100	100	72	1	19	NA	NA
107	1	98	96	80	15	15	NA	NA
107	1	100	96	96	6	5	NA	NA
107	4	100	80	75	16	3	NA	NA
107	1	96	85	76	12	17	NA	NA
107	1	91	75	75	4	26	NA	NA
107	1	89	47	69	5	19	NA	NA
107	NA	NA	NA	NA	NA	NA	NA	NA
107	NA	NA	NA	NA	NA	NA	NA	NA
107	NA	NA	NA	NA	NA	NA	NA	NA
107	4	96	72	82	36	16	NA	NA
107	1	99	99	100	5	2	NA	NA
107	5	95	100	88	3	18	NA	NA
107	70	24	69	27	30	17	NA	NA
124	NA	NA	NA	NA	NA	NA	NA	NA
124	28	16	24	56	54	72	NA	NA
124	42	46	23	21	72	53	NA	NA
124	65	72	48	48	27	65	NA	NA
124	21	32	53	56	6	24	NA	NA
124	14	21	26	30	73	47	NA	NA
124	26	20	58	26	75	67	NA	NA
124	25	26	18	92	82	75	NA	NA
124	NA	NA	NA	NA	NA	NA	NA	NA
124	7	30	20	19	18	93	NA	NA
124	12	21	18	19	100	89	NA	NA
124	1	11	13	31	82	82	NA	NA
124	16	7	21	16	72	100	NA	NA
124	7	13	12	14	84	72	NA	NA
124	21	19	22	26	19	23	NA	NA
124	26	14	29	20	73	73	NA	NA
124	80	87	84	70	17	13	NA	NA
124	83	86	82	84	16	18	NA	NA
124	26	82	75	20	19	23	NA	NA
124	28	26	29	32	50	31	NA	NA
124	81	17	64	21	24	23	NA	NA
124	28	25	40	17	59	49	NA	NA
124	16	30	30	8	62	48	NA	NA
124	26	33	29	14	68	50	NA	NA
124	7	28	22	26	28	73	NA	NA
124	24	11	31	20	64	54	NA	NA
124	26	42	65	23	67	20	NA	NA
124	26	22	16	19	71	60	NA	NA
124	70	25	63	25	68	26	NA	NA
124	14	32	15	11	52	55	NA	NA
124	17	74	61	16	16	14	NA	NA
124	NA	NA	NA	NA	NA	NA	NA	NA
124	NA	NA	NA	NA	NA	NA	NA	NA
124	72	10	20	20	21	28	NA	NA
124	26	12	29	24	24	21	NA	NA
124	21	22	11	18	80	85	NA	NA
124	29	29	25	30	56	63	NA	NA
124	20	24	29	25	21	75	NA	NA
124	NA	NA	NA	NA	NA	NA	NA	NA
124	33	22	41	17	33	27	NA	NA
124	13	15	22	20	64	14	NA	NA
124	81	28	25	11	22	17	NA	NA
124	NA	NA	NA	NA	NA	NA	NA	NA
124	NA	NA	NA	NA	NA	NA	NA	NA
124	26	19	40	31	39	33	NA	NA
124	27	24	23	30	29	70	NA	NA
124	28	29	28	24	89	62	NA	NA
124	27	39	22	43	47	71	NA	NA
